planet,Study_area,win_start,n_months,truth_trend_cmyr
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2010,88,-1.2810572246811545
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2011,89,-1.0175722798097968
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2012,91,-0.6525060900202604
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2013,94,-0.6263874884939429
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2014,97,-0.6745189456922153
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2015,99,-0.5178059487567391
pilot_uniform_depletion_v2,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2016,100,-0.566274069428726
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2002,114,-0.693547713627495
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2003,113,-1.0782302560630999
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2004,111,-1.4546961815217627
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2005,109,-1.6807395023081124
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2006,105,-1.8097940902005305
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2007,101,-1.9170190078281344
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2008,92,-1.9251604600189158
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2009,88,-1.9811616677095842
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2010,88,-1.3988330680486103
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2011,89,-0.43445660704396066
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2012,91,-0.12215760075946437
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2013,94,-0.0013078510841425454
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2014,97,-0.20450199799612864
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2015,99,-0.06698518208417743
pilot_uniform_depletion_v2,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2016,100,0.10753933355145778
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2002,114,-1.3694279432856054
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2003,113,-1.9060666830875659
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2004,111,-1.8036084221547068
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2005,109,-1.8381877183815893
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2006,105,-1.5890003965468587
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2007,101,-1.4186440733185282
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2008,92,-1.3466125630612151
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2009,88,-0.9838551335428305
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2010,88,-1.0999910504741273
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2011,89,-0.3083090804599322
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2012,91,0.24554009606335866
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2013,94,0.19022371208285455
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2014,97,0.09721258948313549
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2015,99,-0.24962638422967084
pilot_uniform_depletion_v2,Central Huaihe Plain (Huaihe River Basin),2016,100,-0.5615350289806396
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2002,114,-0.5268048629649758
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2003,113,-0.734173791862215
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2004,111,-1.0854295560706468
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2005,109,-1.172627254137993
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2006,105,-1.1057297672374293
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2007,101,-1.314975851773484
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2008,92,-1.5117039461303123
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2009,88,-1.5976951176162308
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2010,88,-1.134903658751664
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2011,89,-0.7942952674200928
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2012,91,-0.9298465490974159
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2013,94,-1.0897188934228945
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2014,97,-1.1636752108382338
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2015,99,-1.3010101267961822
pilot_uniform_depletion_v2,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2016,100,-1.8729023690715199
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2002,114,-1.1239266380277844
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2003,113,-1.5430609488606264
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2004,111,-2.066603978447845
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2005,109,-1.285142294534087
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2006,105,-0.8839924702939838
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2007,101,-0.7381568662548875
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2008,92,-0.3954654606968255
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2009,88,-0.20996118348717133
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2010,88,-0.24925931245648975
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2011,89,-0.43782598699420455
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2012,91,-0.8125247066037091
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2013,94,-1.2986154669546313
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2014,97,-1.7146077286283763
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2015,99,-1.4317129092164445
pilot_uniform_depletion_v2,Southern High Plains (High Plains),2016,100,-1.1406772439975663
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2002,114,-0.8485270965033279
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2003,113,-0.7252280108189163
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2004,111,-0.8058074333084182
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2005,109,-0.9839617432921509
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2006,105,-1.099611083488977
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2007,101,-0.994931394793248
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2008,92,-1.0276093909998438
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2009,88,-1.3610880855798684
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2010,88,-1.6410580325105109
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2011,89,-1.8001402637758652
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2012,91,-1.6512275555131442
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2013,94,-1.221101913114468
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2014,97,-0.8199474739245303
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2015,99,-0.5999278973203455
pilot_uniform_depletion_v2,Southcentral Karoo Basin (Main Karoo Basin),2016,100,-0.32052672869040777
pilot_uniform_depletion_v2,Central High Plains (High Plains),2002,114,-0.9659274553345206
pilot_uniform_depletion_v2,Central High Plains (High Plains),2003,113,-1.316224677095289
pilot_uniform_depletion_v2,Central High Plains (High Plains),2004,111,-1.6273952736261927
pilot_uniform_depletion_v2,Central High Plains (High Plains),2005,109,-1.201037503299127
pilot_uniform_depletion_v2,Central High Plains (High Plains),2006,105,-0.8738968711788729
pilot_uniform_depletion_v2,Central High Plains (High Plains),2007,101,-0.7721936567226674
pilot_uniform_depletion_v2,Central High Plains (High Plains),2008,92,-0.514178432107946
pilot_uniform_depletion_v2,Central High Plains (High Plains),2009,88,-0.22285925586692962
pilot_uniform_depletion_v2,Central High Plains (High Plains),2010,88,-0.14313424753757045
pilot_uniform_depletion_v2,Central High Plains (High Plains),2011,89,-0.34724785009315107
pilot_uniform_depletion_v2,Central High Plains (High Plains),2012,91,-0.7082456495742682
pilot_uniform_depletion_v2,Central High Plains (High Plains),2013,94,-1.2041995141630293
pilot_uniform_depletion_v2,Central High Plains (High Plains),2014,97,-1.3261526166253566
pilot_uniform_depletion_v2,Central High Plains (High Plains),2015,99,-1.1342947239888126
pilot_uniform_depletion_v2,Central High Plains (High Plains),2016,100,-0.852392217478394
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2002,114,-0.31364380052701596
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2003,113,-0.20368231937940673
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2004,111,-0.17449303417881107
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2005,109,-0.5595823484376478
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2006,105,-0.5649552033409664
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2007,101,-0.6093761704618514
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2008,92,-0.9113767661245316
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2009,88,-1.2637876906814411
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2010,88,-1.6303578331096624
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2011,89,-1.382753226951313
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2012,91,-0.5580038494784616
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2013,94,0.5710704033469368
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2014,97,1.2408469707226013
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2015,99,1.3925391174699149
pilot_uniform_depletion_v2,Lower Liaohe River Plain (Liaohe River Basin),2016,100,0.9177237478622016
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2002,114,-0.47163193167608347
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2003,113,-0.5713668755408687
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2004,111,-0.6013801857026463
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2005,109,-0.5673632902784091
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2006,105,-0.523255718656343
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2007,101,-0.456405962518213
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2008,92,-0.4158927314128109
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2009,88,-0.40363341343377535
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2010,88,-0.31290609567585803
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2011,89,-0.3185888106229481
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2012,91,-0.3400369368625884
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2013,94,-0.36043415490180236
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2014,97,-0.34828378686293865
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2015,99,-0.4177750650918538
pilot_uniform_depletion_v2,Wadi As-Sirhan Basin,2016,100,-0.5339964470034302
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2002,114,-0.8586016478131899
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2003,113,-0.9993259397299885
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2004,111,-1.1770667709956208
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2005,109,-1.2030229730480202
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2006,105,-1.0739583632427216
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2007,101,-0.9325351017600143
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2008,92,-0.8737133546442261
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2009,88,-0.6222277609737262
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2010,88,-0.40272726906872724
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2011,89,-0.33868060077985335
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2012,91,-0.3479430965027514
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2013,94,-0.3446737658619817
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2014,97,-0.19940751361538908
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2015,99,-0.14959264334819647
pilot_uniform_depletion_v2,Eastern Saq Aquifer (Ram-Saq Aquifer System),2016,100,-0.22488871743303462
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2002,114,-1.479236882893909
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2003,113,-1.395902573515365
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2004,111,-1.536551494062839
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2005,109,-0.9189099998721522
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2006,105,-0.7928686222834606
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2007,101,-0.763061298840202
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2008,92,0.009937292228347192
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2009,88,-0.02234284271508873
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2010,88,0.18187626192445197
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2011,89,-0.027086780852667955
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2012,91,-0.34262209157223933
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2013,94,-0.9695461595666172
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2014,97,-1.4252773749115868
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2015,99,-1.7178881397355985
pilot_uniform_depletion_v2,Trinity Aquifer System (Edwards-Trinity Aquifer System),2016,100,-1.6213615079100883
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2002,114,-1.2554064021554392
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2003,113,-1.2371532062951995
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2004,111,-1.0987157521824003
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2005,109,-0.5275392490195946
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2006,105,-0.40345487582082507
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2007,101,-0.3584628398596239
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2008,92,-0.23467868907400133
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2009,88,-0.20731571155867312
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2010,88,-0.2606151729625332
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2011,89,-0.16923343069494196
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2012,91,-0.5257292565138111
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2013,94,-1.162512267930637
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2014,97,-1.5620508585726944
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2015,99,-1.7265070596822978
pilot_uniform_depletion_v2,Wisconsin Precambrian Aquifer,2016,100,-2.2278444005531157
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2002,114,-2.3087031136468927
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2003,113,-1.9830426977122018
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2004,111,-1.5485434181759286
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2005,109,-0.694509215449811
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2006,105,-0.7943183068843939
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2007,101,-0.41134625165776423
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2008,92,0.2255773877640929
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2009,88,0.4939482403596834
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2010,88,0.8976578225481803
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2011,89,0.3795674802087272
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2012,91,-0.16789584081455092
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2013,94,-0.8350042189033603
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2014,97,-1.4838938085935385
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2015,99,-1.4641089977408206
pilot_uniform_depletion_v2,Lafayette Area (Gulf Coast Regional Aquifer System),2016,100,-1.839852456461568
pilot_uniform_depletion_v2,Paskapoo-Scollard,2002,114,-0.2062546946742997
pilot_uniform_depletion_v2,Paskapoo-Scollard,2003,113,-0.3306557919743829
pilot_uniform_depletion_v2,Paskapoo-Scollard,2004,111,-0.6171879523581896
pilot_uniform_depletion_v2,Paskapoo-Scollard,2005,109,-0.963484185541435
pilot_uniform_depletion_v2,Paskapoo-Scollard,2006,105,-0.9693572074945772
pilot_uniform_depletion_v2,Paskapoo-Scollard,2007,101,-0.9553360836270484
pilot_uniform_depletion_v2,Paskapoo-Scollard,2008,92,-0.7859107013656815
pilot_uniform_depletion_v2,Paskapoo-Scollard,2009,88,-1.0878604399064644
pilot_uniform_depletion_v2,Paskapoo-Scollard,2010,88,-1.149001677384668
pilot_uniform_depletion_v2,Paskapoo-Scollard,2011,89,-0.955053882650273
pilot_uniform_depletion_v2,Paskapoo-Scollard,2012,91,-1.0265848830606663
pilot_uniform_depletion_v2,Paskapoo-Scollard,2013,94,-1.1098496607728918
pilot_uniform_depletion_v2,Paskapoo-Scollard,2014,97,-1.108157635899319
pilot_uniform_depletion_v2,Paskapoo-Scollard,2015,99,-1.4186605761974107
pilot_uniform_depletion_v2,Paskapoo-Scollard,2016,100,-1.9541479531797548
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2002,114,0.49116932363962196
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2003,113,0.2540881304640343
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2004,111,-0.2787520124091812
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2005,109,-0.7699501574572013
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2006,105,-1.1562773762299814
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2007,101,-1.6250542542626416
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2008,92,-2.10069181536542
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2009,88,-2.651909070668933
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2010,88,-3.107387175610744
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2011,89,-2.4380413864688664
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2012,91,-1.510256331404062
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2013,94,-0.36781465915106026
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2014,97,-0.22465214472878733
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2015,99,-0.17749984058059423
pilot_uniform_depletion_v2,Western Surat Basin (Great Artesian Basin),2016,100,-0.158952514069426
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2002,114,0.6005707553026359
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2003,113,0.3685562907579488
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2004,111,-0.037212007028454154
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2005,109,-0.48894970723180314
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2006,105,-0.7588437349015337
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2007,101,-1.1185223924985424
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2008,92,-1.441262041874862
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2009,88,-2.0296845901222493
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2010,88,-2.518811564434833
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2011,89,-1.7847523726584535
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2012,91,-1.0290934491188253
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2013,94,-0.08339331612392237
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2014,97,-0.20459029947726837
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2015,99,-0.3590157085076752
pilot_uniform_depletion_v2,Coonamble Embayment (Great Artesian Basin),2016,100,-0.4668520007319381
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2002,114,0.30253734225615336
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2003,113,0.04039363328054256
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2004,111,-0.24539476398802207
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2005,109,-0.6325469533643585
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2006,105,-0.8309236067410783
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2007,101,-1.359144147233735
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2008,92,-1.6415432770737366
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2009,88,-2.129245201796212
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2010,88,-2.7441287311954143
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2011,89,-2.3476994027955445
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2012,91,-1.4701506101202912
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2013,94,-0.46872619427410767
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2014,97,-0.4472521190334621
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2015,99,-0.3377371787638366
pilot_uniform_depletion_v2,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2016,100,-0.23085180196674782
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2002,114,-1.4432910969580666
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2003,113,-1.4447322545013963
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2004,111,-0.9076850435860261
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2005,109,-0.770884140838546
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2006,105,-0.5929754438619728
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2007,101,-0.2726402528262181
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2008,92,-0.3094258960188698
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2009,88,-0.45019792091133054
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2010,88,-0.14291613825772154
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2011,89,0.3493313754080588
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2012,91,0.7746920109217179
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2013,94,0.9883599229568895
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2014,97,1.2781788300314996
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2015,99,1.0235642011332735
pilot_uniform_depletion_v2,Wuyuer-Shuangyang System (Songnen Plain),2016,100,0.15163464212941144
pilot_uniform_depletion_v2,Powder River Basin (Northern Great Plains),2002,114,-0.3094962283109981
pilot_uniform_depletion_v2,Powder River Basin (Northern Great Plains),2003,113,-0.5574717555332865
pilot_uniform_depletion_v2,Powder River Basin (Northern Great Plains),2004,111,-0.49104667235111593
pilot_uniform_depletion_v2,Powder River Basin (Northern Great Plains),2005,109,-0.5143193400774194
pilot_uniform_depletion_v2,Powder River Basin (Northern Great Plains),2006,105,-0.5805449750055425
