planet,Study_area,win_start,n_months,truth_trend_cmyr
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2005,109,-0.8749945478260648
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2006,105,-1.2828361224713254
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2007,101,-1.5482553463728712
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2008,92,-1.7615742367840872
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2009,88,-2.530477455745035
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2010,88,-3.2910925693897934
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2011,89,-3.016077124854079
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2012,91,-2.549339001597487
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2013,94,-1.991367850358666
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2014,97,-1.79050522692262
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2015,99,-1.7788504457386247
graded_floor_v3,Central Eromanga Depocenter (Great Artesian Basin),2016,100,-1.7117381981070916
graded_floor_v3,Western Parecis Basin (Parecis Basin),2002,114,-0.9241002740944526
graded_floor_v3,Western Parecis Basin (Parecis Basin),2003,113,-1.0479257172915128
graded_floor_v3,Western Parecis Basin (Parecis Basin),2004,111,-0.8639520385576439
graded_floor_v3,Western Parecis Basin (Parecis Basin),2005,109,-0.8323245779877038
graded_floor_v3,Western Parecis Basin (Parecis Basin),2006,105,-0.9529164757216942
graded_floor_v3,Western Parecis Basin (Parecis Basin),2007,101,-0.8943283519937817
graded_floor_v3,Western Parecis Basin (Parecis Basin),2008,92,-0.7477036136544978
graded_floor_v3,Western Parecis Basin (Parecis Basin),2009,88,-0.6921154703681901
graded_floor_v3,Western Parecis Basin (Parecis Basin),2010,88,-0.5868261867201552
graded_floor_v3,Western Parecis Basin (Parecis Basin),2011,89,-1.3041705776448353
graded_floor_v3,Western Parecis Basin (Parecis Basin),2012,91,-1.296158694546974
graded_floor_v3,Western Parecis Basin (Parecis Basin),2013,94,-1.700117777100314
graded_floor_v3,Western Parecis Basin (Parecis Basin),2014,97,-1.9299280661953306
graded_floor_v3,Western Parecis Basin (Parecis Basin),2015,99,-2.172159364377563
graded_floor_v3,Western Parecis Basin (Parecis Basin),2016,100,-2.379374920567791
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2002,114,-1.4240185131220622
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2003,113,-1.4857010877849455
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2004,111,-1.2078690587841547
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2005,109,-1.3230992607266148
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2006,105,-1.520486183583843
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2007,101,-1.7782852163117508
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2008,92,-2.130547563496633
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2009,88,-2.0296344029067233
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2010,88,-1.7463348599600843
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2011,89,-1.7044718088104078
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2012,91,-1.1874543552918841
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2013,94,-0.9933393537200088
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2014,97,-0.835896925692812
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2015,99,-0.8249018884590626
graded_floor_v3,Upper Gangetic Plain (Indo-Gangetic Plain),2016,100,-0.6081118997867885
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2002,114,0.7489568122780482
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2003,113,0.7408406960577206
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2004,111,0.29129380544468625
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2005,109,0.024929625595526785
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2006,105,-0.31447681485233664
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2007,101,-0.29220504657472435
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2008,92,-0.5245673369028854
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2009,88,-0.975702247573394
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2010,88,-1.3767589528161333
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2011,89,-1.4678941593071073
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2012,91,-0.9395093314095423
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2013,94,-0.6803429829432184
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2014,97,-0.7450772268957591
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2015,99,-0.6056190388549902
graded_floor_v3,Stampriet Kalahari Karoo Aquifer System,2016,100,-0.42642223659457684
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2002,114,-0.5987412432169211
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2003,113,-0.7288595985715894
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2004,111,-0.8048433504381192
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2005,109,-0.6827388936532613
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2006,105,-0.462580819726644
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2007,101,-0.2845904611123204
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2008,92,-0.11592699163648837
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2009,88,0.07615223701622167
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2010,88,0.16989596266513482
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2011,89,0.15235330104410555
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2012,91,0.07978667854090365
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2013,94,0.010755035386673653
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2014,97,0.045182665971054845
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2015,99,0.011020570969410745
graded_floor_v3,Northcentral Mega Aquifer System (Mega Aquifer System),2016,100,-0.0743584099256178
graded_floor_v3,Ozark Plateaus Aquifer System,2002,114,-1.585793442920836
graded_floor_v3,Ozark Plateaus Aquifer System,2003,113,-2.0993632322596736
graded_floor_v3,Ozark Plateaus Aquifer System,2004,111,-1.9488918240235114
graded_floor_v3,Ozark Plateaus Aquifer System,2005,109,-1.627627031210636
graded_floor_v3,Ozark Plateaus Aquifer System,2006,105,-1.7386706905512301
graded_floor_v3,Ozark Plateaus Aquifer System,2007,101,-2.0549360937112415
graded_floor_v3,Ozark Plateaus Aquifer System,2008,92,-2.0198707794288233
graded_floor_v3,Ozark Plateaus Aquifer System,2009,88,-1.6008134684368611
graded_floor_v3,Ozark Plateaus Aquifer System,2010,88,-0.6616527678523213
graded_floor_v3,Ozark Plateaus Aquifer System,2011,89,-0.7698158205709069
graded_floor_v3,Ozark Plateaus Aquifer System,2012,91,-0.9347056551772085
graded_floor_v3,Ozark Plateaus Aquifer System,2013,94,-1.8193881450095102
graded_floor_v3,Ozark Plateaus Aquifer System,2014,97,-2.2944101632707823
graded_floor_v3,Ozark Plateaus Aquifer System,2015,99,-2.7567592048757734
graded_floor_v3,Ozark Plateaus Aquifer System,2016,100,-2.7015118705837655
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2002,114,-2.346063375653057
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2003,113,-2.3369364334819105
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2004,111,-2.4968631547765834
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2005,109,-2.6888341692592705
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2006,105,-2.8842421407795107
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2007,101,-2.86488429929541
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2008,92,-2.9287260092575718
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2009,88,-2.9210325600565037
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2010,88,-2.9638981206141706
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2011,89,-2.9885927473661953
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2012,91,-2.7923829854576634
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2013,94,-2.479047962803582
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2014,97,-2.305509468740903
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2015,99,-2.1921773962917563
graded_floor_v3,Western Karoo Basin (Main Karoo Basin),2016,100,-2.0005677908159987
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2002,114,-0.4999602432278073
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2003,113,-0.5191556259602461
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2004,111,-0.31748902465956425
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2005,109,-0.22105838920387638
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2006,105,-0.5176795781433119
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2007,101,-0.5611657025374999
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2008,92,-0.6668549415008767
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2009,88,-0.7476201387574521
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2010,88,-0.5492193125206329
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2011,89,-0.24960186746299287
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2012,91,0.22908836182283143
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2013,94,0.332927939753356
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2014,97,0.29567786758209336
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2015,99,0.34387207441866946
graded_floor_v3,Middle Gangetic Plain (Indo-Gangetic Plain),2016,100,0.41838164977109665
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2002,114,-0.7153194350757576
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2003,113,-0.8712959268663428
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2004,111,-0.8587727267100687
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2005,109,-0.6371997922610291
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2006,105,-0.3823119999257824
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2007,101,-0.07865429071070931
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2008,92,0.12923304668726265
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2009,88,0.3330325582481939
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2010,88,0.4385470164181953
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2011,89,0.3380960008601451
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2012,91,0.15306791305647038
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2013,94,-0.04705620918719527
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2014,97,-0.031318531323754166
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2015,99,-0.027567980436392348
graded_floor_v3,Northern Mega Aquifer System (Mega Aquifer System),2016,100,-0.13771613935541324
graded_floor_v3,Canning Basin,2002,114,-0.3074503701898854
graded_floor_v3,Canning Basin,2003,113,-0.39592246007158305
graded_floor_v3,Canning Basin,2004,111,-0.2678060616382518
graded_floor_v3,Canning Basin,2005,109,-0.2953874388034836
graded_floor_v3,Canning Basin,2006,105,-0.5825876786013587
graded_floor_v3,Canning Basin,2007,101,-0.549977700225659
graded_floor_v3,Canning Basin,2008,92,-0.3447198528835869
graded_floor_v3,Canning Basin,2009,88,-0.6777155826763008
graded_floor_v3,Canning Basin,2010,88,-1.1842154967812746
graded_floor_v3,Canning Basin,2011,89,-1.0496592810370848
graded_floor_v3,Canning Basin,2012,91,-0.760192164568286
graded_floor_v3,Canning Basin,2013,94,-0.4275442662009345
graded_floor_v3,Canning Basin,2014,97,-0.200116412161953
graded_floor_v3,Canning Basin,2015,99,-0.0337742262921746
graded_floor_v3,Canning Basin,2016,100,-0.11501335164562695
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2002,114,-0.4017992385650714
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2003,113,-0.30702330116248155
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2004,111,-0.5844873596166104
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2005,109,-0.7717543771290636
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2006,105,-1.0835805173662767
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2007,101,-0.8610261739730052
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2008,92,-0.9885535665640739
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2009,88,-1.09890792548178
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2010,88,-1.0044728145884962
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2011,89,-0.780477232641445
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2012,91,-0.38288314462957934
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2013,94,0.1228147131953996
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2014,97,0.29714658925783594
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2015,99,0.14069404231646107
graded_floor_v3,Central Karoo Basin (Main Karoo Basin),2016,100,0.16994761139721726
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2002,114,0.4840871896378667
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2003,113,0.13838606259228242
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2004,111,-0.35227833009208687
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2005,109,-0.7399903237714285
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2006,105,-1.1777569664412806
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2007,101,-0.9589386802763116
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2008,92,-0.9524045146638619
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2009,88,-0.9842381313095959
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2010,88,-1.0843726394051423
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2011,89,-0.6787314417251346
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2012,91,-0.24478453019866583
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2013,94,-0.017915969962770697
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2014,97,0.06104004429792007
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2015,99,0.2412972230731015
graded_floor_v3,Southern Carpentaria Basin (Great Artesian Basin),2016,100,0.25139811725269834
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2002,114,-0.65871294882747
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2003,113,-0.8366516426781964
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2004,111,-0.4397657993499139
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2005,109,-0.42294495817923267
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2006,105,-0.4693435347773806
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2007,101,-0.4408986244889765
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2008,92,-0.4580621843958131
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2009,88,-0.6645143503549625
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2010,88,-0.5694081866063745
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2011,89,-1.2504684147926006
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2012,91,-1.1580553599541368
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2013,94,-1.6374410839469105
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2014,97,-1.7128269819356143
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2015,99,-1.7108116820859105
graded_floor_v3,Eastern Parecis Basin (Parecis Basin),2016,100,-1.989251122588254
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2002,114,-0.31353658333734724
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2003,113,-0.7436139815207641
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2004,111,-0.6962505032723243
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2005,109,-0.8378992794850919
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2006,105,-0.9091233367485436
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2007,101,-0.9463000673966725
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2008,92,-0.9836394514841659
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2009,88,-0.6468409629351919
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2010,88,-0.1199388602854254
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2011,89,-0.011906885985066966
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2012,91,0.29314875727896106
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2013,94,0.07452531418328986
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2014,97,-0.12683287951416883
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2015,99,-0.3642768559494765
graded_floor_v3,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2016,100,-0.875256859433026
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2002,114,-0.3051710955892998
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2003,113,-0.5083162551697826
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2004,111,-0.5708289002160137
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2005,109,-0.5578880526410545
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2006,105,-0.7255069846394859
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2007,101,-0.6258602814502576
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2008,92,-0.5007854318039596
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2009,88,-1.1938112444359377
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2010,88,-1.9860908022589285
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2011,89,-1.7124356654318742
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2012,91,-1.4156268058667634
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2013,94,-1.2133591792407459
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2014,97,-0.8909389409036211
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2015,99,-0.294983238721486
graded_floor_v3,Wiso Basin (Daly-Wiso-Georgina Basins),2016,100,-0.09832225021699514
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2002,114,0.29015538466112417
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2003,113,0.045298957480064114
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2004,111,-0.15750676209482709
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2005,109,-0.20392160815586732
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2006,105,-0.41537160234308573
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2007,101,-0.1368979453660886
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2008,92,-0.08913464330922446
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2009,88,-0.839616094432884
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2010,88,-1.4805930566263439
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2011,89,-1.2500454178334592
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2012,91,-0.9081221544536928
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2013,94,-0.7047801526073029
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2014,97,-0.40889312638364683
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2015,99,0.18863360166152537
graded_floor_v3,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2016,100,0.5129406049916159
graded_floor_v3,Dakota Aquifer System,2002,114,0.8989648455263317
graded_floor_v3,Dakota Aquifer System,2003,113,0.43769598639475743
graded_floor_v3,Dakota Aquifer System,2004,111,0.10740496502084865
graded_floor_v3,Dakota Aquifer System,2005,109,-0.15139477515579441
graded_floor_v3,Dakota Aquifer System,2006,105,-0.49160458190871353
graded_floor_v3,Dakota Aquifer System,2007,101,-0.9820800812178033
graded_floor_v3,Dakota Aquifer System,2008,92,-1.1457903563277283
graded_floor_v3,Dakota Aquifer System,2009,88,-1.192566928259778
graded_floor_v3,Dakota Aquifer System,2010,88,-0.6345879507285658
graded_floor_v3,Dakota Aquifer System,2011,89,-0.3545266585053868
graded_floor_v3,Dakota Aquifer System,2012,91,-0.1729354898359602
graded_floor_v3,Dakota Aquifer System,2013,94,-0.46101071340419586
graded_floor_v3,Dakota Aquifer System,2014,97,-0.3952431914820533
graded_floor_v3,Dakota Aquifer System,2015,99,-0.42528629960930203
graded_floor_v3,Dakota Aquifer System,2016,100,-0.5596048378872241
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2002,114,0.09424554555529187
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2003,113,0.16609848468987776
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2004,111,0.17824599264335797
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2005,109,0.16626110875067673
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2006,105,0.03348737278833235
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2007,101,0.003716842797880067
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2008,92,-0.04710483410009538
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2009,88,-0.41010054571692783
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2010,88,-0.7600809754949549
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2011,89,-0.8084536581184698
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2012,91,-0.5060534656283684
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2013,94,-0.1462671480383561
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2014,97,0.042401608588484116
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2015,99,0.08274536397901092
graded_floor_v3,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2016,100,-0.025826762967106003
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2002,114,-0.4093837046010546
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2003,113,-0.6700581857757918
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2004,111,-0.3962494808763764
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2005,109,-0.5568647009154813
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2006,105,-0.7243677107932314
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2007,101,-1.0440363795545589
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2008,92,-1.4119530410019077
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2009,88,-1.0232296620550971
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2010,88,-1.215993520685007
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2011,89,-1.1747928354580643
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2012,91,-0.7594841600276816
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2013,94,-0.6234312169266866
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2014,97,-0.49042224471695617
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2015,99,-0.59200533481118
graded_floor_v3,Trans Gangetic Plain (Indo-Gangetic Plain),2016,100,-0.208493858120692
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2002,114,-0.10073217772517992
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2003,113,-0.2300541964969202
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2004,111,-0.2873593316822852
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2005,109,-0.21812435948162567
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2006,105,-0.1180465595625891
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2007,101,-0.02801976849512945
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2008,92,0.14323936687965533
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2009,88,0.1457582684377842
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2010,88,0.06934725290326903
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2011,89,-0.06458315639402969
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2012,91,-0.19129734402399207
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2013,94,-0.2852388500114289
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2014,97,-0.2873374901028124
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2015,99,-0.32463435102412763
graded_floor_v3,Southcentral Mega Aquifer System (Mega Aquifer System),2016,100,-0.3765641527617556
graded_floor_v3,Central Mississippi Embayment (Mississippi Embayment),2002,114,-2.8651578738794923
graded_floor_v3,Central Mississippi Embayment (Mississippi Embayment),2003,113,-2.808145236213083
graded_floor_v3,Central Mississippi Embayment (Mississippi Embayment),2004,111,-2.3763609245799366
