aquifer_idx,Study_area,win_start,n_recipes,frac_pos,med_trend_cmyr,spans
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2004,1920,0.759375,0.185487,True
1,Northern Guarani Aquifer (Guarani Aquifer System),2004,1920,0.718229,0.169815,True
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2004,1920,0.634896,0.0866985,True
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2004,1920,0.359896,-0.0777577,True
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2004,1920,0.780208,0.505044,True
5,Eastern Eromanga Basin (Great Artesian Basin),2004,1920,0.915625,0.747977,True
6,Northern Eromanga Basin (Great Artesian Basin),2004,1920,0.753125,0.34142,True
7,Northern High Plains (High Plains),2004,1920,0.571875,0.0944597,True
8,Williston Basin (Northern Great Plains),2004,1920,0.442188,-0.08337,True
9,Central Eromanga Depocenter (Great Artesian Basin),2004,1920,1,1.12107,False
10,Western Parecis Basin (Parecis Basin),2004,1920,0.825521,0.325974,True
11,Upper Gangetic Plain (Indo-Gangetic Plain),2004,1920,0.760417,0.242907,True
12,Stampriet Kalahari Karoo Aquifer System,2004,1920,0.973437,0.733377,True
13,Northcentral Mega Aquifer System (Mega Aquifer System),2004,1920,0.226562,-0.432757,True
14,Ozark Plateaus Aquifer System,2004,1920,0.200521,-0.365421,True
15,Western Karoo Basin (Main Karoo Basin),2004,1920,0.248958,-0.217726,True
16,Middle Gangetic Plain (Indo-Gangetic Plain),2004,1920,0.439583,-0.0907412,True
17,Northern Mega Aquifer System (Mega Aquifer System),2004,1920,0.245312,-0.3258,True
18,Canning Basin,2004,1920,0.583333,0.112786,True
19,Central Karoo Basin (Main Karoo Basin),2004,1920,0.580729,0.0451439,True
20,Southern Carpentaria Basin (Great Artesian Basin),2004,1920,0.283854,-0.19309,True
21,Eastern Parecis Basin (Parecis Basin),2004,1920,0.489063,-0.0131137,True
22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2004,1920,0.481771,-0.0135915,True
23,Wiso Basin (Daly-Wiso-Georgina Basins),2004,1920,0.363021,-0.159559,True
24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2004,1920,0.501042,0.00100887,True
25,Dakota Aquifer System,2004,1920,0.489063,-0.0192922,True
26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2004,1920,0.794792,0.470573,True
27,Trans Gangetic Plain (Indo-Gangetic Plain),2004,1920,0.416146,-0.109205,True
28,Southcentral Mega Aquifer System (Mega Aquifer System),2004,1920,0.250521,-0.316279,True
29,Central Mississippi Embayment (Mississippi Embayment),2004,1920,0.273438,-0.28402,True
30,Northern Karoo Basin (Main Karoo Basin),2004,1920,0.376042,-0.142241,True
31,Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),2004,1920,0.127083,-1.06237,True
32,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2004,1920,0.153646,-0.286376,True
33,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2004,1920,0.226042,-0.494809,True
34,Central Huaihe Plain (Huaihe River Basin),2004,1920,0.344271,-0.217206,True
35,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2004,1920,0.157292,-0.748132,True
36,Southern High Plains (High Plains),2004,1920,0.140625,-0.938823,True
37,Southcentral Karoo Basin (Main Karoo Basin),2004,1920,0.361979,-0.179542,True
38,Central High Plains (High Plains),2004,1920,0.116667,-0.768097,True
39,Lower Liaohe River Plain (Liaohe River Basin),2004,1920,0.782292,0.483991,True
40,Wadi As-Sirhan Basin,2004,1920,0.321875,-0.222257,True
41,Eastern Saq Aquifer (Ram-Saq Aquifer System),2004,1920,0.109375,-0.465789,True
42,Trinity Aquifer System (Edwards-Trinity Aquifer System),2004,1920,0,-1.03453,False
43,Wisconsin Precambrian Aquifer,2004,1920,0.273438,-0.348217,True
44,Lafayette Area (Gulf Coast Regional Aquifer System),2004,1920,0.366146,-0.275414,True
45,Paskapoo-Scollard,2004,1920,0.527083,0.042635,True
46,Western Surat Basin (Great Artesian Basin),2004,1920,0.870313,0.667082,True
47,Coonamble Embayment (Great Artesian Basin),2004,1920,0.894792,0.659814,True
48,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2004,1920,0.932813,0.641168,True
49,Wuyuer-Shuangyang System (Songnen Plain),2004,1920,0.536979,0.0890561,True
50,Powder River Basin (Northern Great Plains),2004,1920,0.602083,0.13704,True
51,Central Eucla Basin (Eucla Basin),2004,1920,0.697917,0.181926,True
52,Rio Grande Delta (Gulf Coast Regional Aquifer System),2004,1920,0.315104,-0.235338,True
53,Michigan Basin,2004,1920,0.8,0.503819,True
54,Southern Piedmont Upland (Piedmont Plateau),2004,1920,0.246875,-0.323907,True
55,Eastern Huaihe Plain (Huaihe River Basin),2004,1920,0.403646,-0.120815,True
56,Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2004,1920,0.163021,-0.370853,True
57,Eastern Mississippi Embayment (Mississippi Embayment),2004,1920,0.273958,-0.2711,True
58,Western Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2004,1920,0.104167,-1.08124,True
59,Southeastern System (Amadeus Basin),2004,1920,0.996875,0.626798,True
60,Edwards Plateau (Edwards-Trinity Aquifer System),2004,1920,0.189583,-0.612857,True
61,Southcentral Deccan Basalt Plateau (Deccan Plateau),2004,1920,0.333854,-0.158479,True
62,Eastside Lower Indus Valley (Indus Basin),2004,1920,0.382292,-0.197387,True
63,Central Piedmont Upland (Piedmont Plateau),2004,1920,0.0505208,-0.751855,True
64,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2004,1920,0.0234375,-0.853553,True
65,Jiangsu Coastal Plain (Huaihe River Basin),2004,1920,0.539583,0.0534294,True
66,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2004,1920,0.302604,-0.401416,True
67,Northcentral Deccan Basalt Plateau (Deccan Plateau),2004,1920,0.401562,-0.0725939,True
68,Eastside Middle Indus Plain (Indus Basin),2004,1920,0.179167,-0.508495,True
69,Central Allegheny Plateau (Appalachian Plateaus),2004,1920,0.414583,-0.21714,True
70,Northeastern Karoo Basin (Main Karoo Basin),2004,1920,0.279167,-0.192452,True
71,Southern Riverine Plains (Murray Basin),2004,1920,0.909375,0.695216,True
72,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2004,1920,0.288021,-0.229331,True
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2005,1920,0.831771,0.423094,True
1,Northern Guarani Aquifer (Guarani Aquifer System),2005,1920,0.653646,0.169562,True
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2005,1920,0.304167,-0.232067,True
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2005,1920,0.191146,-0.29315,True
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2005,1920,0.832812,0.384059,True
5,Eastern Eromanga Basin (Great Artesian Basin),2005,1920,0.769271,0.304684,True
6,Northern Eromanga Basin (Great Artesian Basin),2005,1920,0.43125,-0.100385,True
7,Northern High Plains (High Plains),2005,1920,0.372396,-0.182283,True
8,Williston Basin (Northern Great Plains),2005,1920,0.497396,-0.00688728,True
9,Central Eromanga Depocenter (Great Artesian Basin),2005,1920,0.998958,0.933494,True
10,Western Parecis Basin (Parecis Basin),2005,1920,0.45625,-0.0426438,True
11,Upper Gangetic Plain (Indo-Gangetic Plain),2005,1920,0.790625,0.399167,True
12,Stampriet Kalahari Karoo Aquifer System,2005,1920,0.766667,0.277128,True
13,Northcentral Mega Aquifer System (Mega Aquifer System),2005,1920,0.4625,-0.0638797,True
14,Ozark Plateaus Aquifer System,2005,1920,0.491146,-0.01451,True
15,Western Karoo Basin (Main Karoo Basin),2005,1920,0.490104,-0.00798062,True
16,Middle Gangetic Plain (Indo-Gangetic Plain),2005,1920,0.0927083,-0.441344,True
17,Northern Mega Aquifer System (Mega Aquifer System),2005,1920,0.364063,-0.191417,True
18,Canning Basin,2005,1920,0.93125,0.46254,True
19,Central Karoo Basin (Main Karoo Basin),2005,1920,0.299479,-0.215786,True
20,Southern Carpentaria Basin (Great Artesian Basin),2005,1920,0.167187,-0.376833,True
21,Eastern Parecis Basin (Parecis Basin),2005,1920,0.970313,0.619197,True
22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2005,1920,0.310417,-0.200402,True
23,Wiso Basin (Daly-Wiso-Georgina Basins),2005,1920,0.598958,0.118675,True
24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2005,1920,0.459896,-0.0554443,True
25,Dakota Aquifer System,2005,1920,0.305208,-0.209013,True
