n_aq,truth_flip,flip_a,flip_b,flip_both,flip_one,flip_a_truth_stable,flip_b_truth_stable,flip_both_truth_stable,windows,wrong_both_windows,wrong_one_windows,replicate_sign_agreement
73,53,71,72,70,3,19,20,19,1095,167,231,0.7890410958904109
