aquifer_idx,Study_area,win_start,n_recipes,frac_pos,med_trend_cmyr,spans
66,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2010,1920,0.8171875,0.5443189809223654,True
67,Northcentral Deccan Basalt Plateau (Deccan Plateau),2010,1920,0.265625,-0.39101279057012506,True
68,Eastside Middle Indus Plain (Indus Basin),2010,1920,0.1140625,-0.6385604638084215,True
69,Central Allegheny Plateau (Appalachian Plateaus),2010,1920,0.8630208333333333,0.5743332634186065,True
70,Northeastern Karoo Basin (Main Karoo Basin),2010,1920,0.30052083333333335,-0.33717399983652874,True
71,Southern Riverine Plains (Murray Basin),2010,1920,0.25625,-0.5161421441563184,True
72,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2010,1920,0.7958333333333333,0.48240276264276827,True
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2011,1920,0.33489583333333334,-0.1505595948940816,True
1,Northern Guarani Aquifer (Guarani Aquifer System),2011,1920,0.2520833333333333,-0.29536260716293655,True
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2011,1920,0.7479166666666667,0.23381051847649031,True
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2011,1920,0.12447916666666667,-0.2119109849688544,True
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2011,1920,0.034375,-1.2001903582209783,True
5,Eastern Eromanga Basin (Great Artesian Basin),2011,1920,0.08541666666666667,-0.9888719986832626,True
6,Northern Eromanga Basin (Great Artesian Basin),2011,1920,0.734375,0.43969877113989786,True
7,Northern High Plains (High Plains),2011,1920,0.7416666666666667,0.2913099940265203,True
8,Williston Basin (Northern Great Plains),2011,1920,0.19166666666666668,-0.48079577002763296,True
9,Central Eromanga Depocenter (Great Artesian Basin),2011,1920,0.0,-1.0616780921922842,False
10,Western Parecis Basin (Parecis Basin),2011,1920,0.35520833333333335,-0.15813755312895877,True
11,Upper Gangetic Plain (Indo-Gangetic Plain),2011,1920,0.0234375,-0.5777183461710912,True
12,Stampriet Kalahari Karoo Aquifer System,2011,1920,0.13177083333333334,-0.6501779169543931,True
13,Northcentral Mega Aquifer System (Mega Aquifer System),2011,1920,0.5833333333333334,0.07029937502415773,True
14,Ozark Plateaus Aquifer System,2011,1920,0.5416666666666666,0.11672602016131173,True
15,Western Karoo Basin (Main Karoo Basin),2011,1920,0.7286458333333333,0.21892688785271902,True
16,Middle Gangetic Plain (Indo-Gangetic Plain),2011,1920,0.4765625,-0.015462964599640427,True
17,Northern Mega Aquifer System (Mega Aquifer System),2011,1920,0.4046875,-0.09256638070493575,True
18,Canning Basin,2011,1920,0.1265625,-0.5378118159540223,True
19,Central Karoo Basin (Main Karoo Basin),2011,1920,0.22760416666666666,-0.22559327633089987,True
20,Southern Carpentaria Basin (Great Artesian Basin),2011,1920,0.5760416666666667,0.0742978541677726,True
21,Eastern Parecis Basin (Parecis Basin),2011,1920,0.41302083333333334,-0.14095651595603503,True
22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),2011,1920,0.8875,0.4523454910065286,True
23,Wiso Basin (Daly-Wiso-Georgina Basins),2011,1920,0.0,-1.4937785689546108,False
24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),2011,1920,0.16614583333333333,-0.5559684401019903,True
25,Dakota Aquifer System,2011,1920,0.34375,-0.17757004052974124,True
26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2011,1920,0.225,-0.6349308191567145,True
27,Trans Gangetic Plain (Indo-Gangetic Plain),2011,1920,0.25833333333333336,-0.32557976482732853,True
28,Southcentral Mega Aquifer System (Mega Aquifer System),2011,1920,0.3734375,-0.12866648122058,True
29,Central Mississippi Embayment (Mississippi Embayment),2011,1920,0.7546875,0.4665116513555285,True
30,Northern Karoo Basin (Main Karoo Basin),2011,1920,0.31927083333333334,-0.16354876800797202,True
31,Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),2011,1920,0.6083333333333333,0.23815981503446157,True
32,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2011,1920,0.19739583333333333,-0.3111536253982866,True
33,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2011,1920,0.2864583333333333,-0.2264767466226023,True
34,Central Huaihe Plain (Huaihe River Basin),2011,1920,0.8489583333333334,0.5107393877933096,True
35,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2011,1920,0.16614583333333333,-0.5894709424422948,True
36,Southern High Plains (High Plains),2011,1920,0.440625,-0.10712970150465548,True
37,Southcentral Karoo Basin (Main Karoo Basin),2011,1920,0.4328125,-0.03308047565815699,True
38,Central High Plains (High Plains),2011,1920,0.584375,0.16614092764819036,True
39,Lower Liaohe River Plain (Liaohe River Basin),2011,1920,0.7994791666666666,0.34739426101050724,True
40,Wadi As-Sirhan Basin,2011,1920,0.1328125,-0.45344725022689975,True
41,Eastern Saq Aquifer (Ram-Saq Aquifer System),2011,1920,0.8333333333333334,0.2991671756071579,True
42,Trinity Aquifer System (Edwards-Trinity Aquifer System),2011,1920,0.7703125,0.42915407702541297,True
43,Wisconsin Precambrian Aquifer,2011,1920,0.9484375,0.6710994878699033,True
44,Lafayette Area (Gulf Coast Regional Aquifer System),2011,1920,0.9901041666666667,1.1727427490916125,True
