Study_area,l2_median,l2_R,l2_sign_agree,l2_spans_zero,m_median,m_R,m_sign_agree,n_products,agree_sign
Rio Grande Delta (Gulf Coast Regional Aquifer System),-0.287591680837426,1.18552796829587,0.905729166666667,TRUE,-0.484078168869019,0.673985567169744,1,3,TRUE
Roma Shelf and Northern Surat Basin (Great Artesian Basin),0.127432721849597,1.59746535982273,0.736458333333333,TRUE,0.182159349322319,0.877551217402878,1,3,TRUE
Rush Springs Aquifer,-0.709690354144403,1.04450180448883,0.95625,TRUE,-0.561001896858215,0.92113875298155,1,3,TRUE
San Luis Valley (Middle Rio Grande),-0.534393054399906,0.802228127244445,0.970833333333333,TRUE,-0.685838758945465,0.0824663352298034,1,3,TRUE
Sea Island (Floridan Aquifer System),0.273095484564958,1.53453286646208,0.773958333333333,TRUE,0.731967806816101,0.216713046874275,1,3,TRUE
Seymour-Blaine Aquifer System,-0.818282950518137,0.647707459070537,0.991666666666667,TRUE,-0.800944864749908,0.200844568887731,1,3,TRUE
Shawnee Hills (Interior Low Plateaus),0.100477597846299,4.19479561036366,0.636979166666667,TRUE,-0.033284455537796,3.45454142532375,0.666666666666667,3,FALSE
Silurian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),0.480604697968139,1.38462775680143,0.772395833333333,TRUE,1.00684893131256,0.3915129786536,1,3,TRUE
South Platte Basin,0.120422367825412,4.11788597741506,0.632291666666667,TRUE,-0.0426176525652409,5.6796180519225,0.666666666666667,3,FALSE
South-central High Plains (High Plains),-1.01874331780405,1.28107150875342,0.9796875,TRUE,-1.55121505260468,0.246497780793673,1,3,TRUE
Southcentral Deccan Basalt Plateau (Deccan Plateau),0.632182593004266,0.409789859330771,1,FALSE,0.293321251869202,0.79660916207184,1,3,TRUE
Southcentral Floodplains (Bengal Basin),-0.386982485300022,0.470461198776592,1,FALSE,-0.332418352365494,1.61729206698626,0.666666666666667,3,TRUE
Southcentral Karoo Basin (Main Karoo Basin),0.0538420201211052,2.99881457899854,0.694791666666667,TRUE,0.193217098712921,0.328360446625093,1,3,TRUE
Southcentral Mega Aquifer System (Mega Aquifer System),-0.175576451680654,1.60148780410163,0.820833333333333,TRUE,-0.442005962133408,0.21079963609293,1,3,TRUE
Southcentral Piedmont Upland (Piedmont Plateau),0.153944623790211,2.92134014710575,0.666666666666667,TRUE,0.284487128257751,0.307527736794093,1,3,TRUE
Southcentral Valley and Ridge (Valley and Ridge Aquifer System),0.0847101737265817,4.80374342240278,0.602083333333333,TRUE,0.204264715313911,0.294724537318537,1,3,TRUE
Southeastern Allegheny Plateau (Appalachian Plateaus),-0.104611267048652,4.24500352604604,0.636979166666667,TRUE,-0.00153966050129384,28.9285419024628,0.666666666666667,3,TRUE
Southeastern Bengal Basin (Bengal Basin),-0.350693181698746,0.561080038923082,0.9953125,TRUE,-0.157778069376946,4.00739948322239,0.666666666666667,3,TRUE
Southeastern Coastal Karoo Basin (Main Karoo Basin),0.13207102046691,1.11001858168909,0.893229166666667,TRUE,0.255816102027893,0.152654360022014,1,3,TRUE
Southeastern Surat Basin (Great Artesian Basin),0.208123395771661,1.04860932986649,0.965625,TRUE,0.295228898525238,0.268044438262032,1,3,TRUE
Southeastern System (Amadeus Basin),-0.305718118846322,0.913809811350092,0.949479166666667,TRUE,-0.15126197040081,0.870818978863107,1,3,TRUE
Southern Carpentaria Basin (Great Artesian Basin),0.139763098574614,1.2759131019775,0.872395833333333,TRUE,0.111281141638756,0.919659154164241,1,3,TRUE
Southern Coromandel Fractured Charnockite and Gneiss Aquifers (Coromandel Coastal Plain),0.0759148569147118,1.64157149408932,0.767708333333333,TRUE,-0.153273940086365,0.561403513888727,1,3,FALSE
Southern Cumberland Plateau - Pottsville Aquifer (Appalachian Plateaus),0.100139394436657,3.80797624437723,0.644270833333333,TRUE,-0.0504224337637425,4.00954904959074,0.666666666666667,3,FALSE
Southern Deccan Basalt Plateau (Deccan Plateau),0.528419070444905,0.368695473751629,1,FALSE,0.391908764839172,0.265776398913605,1,3,TRUE
Southern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),0.309107436772224,0.575057194404719,1,FALSE,0.306783497333527,1.25185453663736,0.666666666666667,3,TRUE
Southern High Plains (High Plains),-1.04739968979984,0.726614510405892,1,FALSE,-1.57787144184113,0.047312869419306,1,3,TRUE
Southern Hills (Gulf Coast Regional Aquifer System),0.219211808470735,1.5209456587049,0.773958333333333,TRUE,0.286543399095535,0.269462883319166,1,3,TRUE
Southern Hirri Basin (Chhattisgarh Basin),0.313543945588075,1.02921875590612,0.939583333333333,TRUE,0.327756941318512,0.961491486672938,1,3,TRUE
Southern Huaihe River Basin (Huaihe River Basin),-0.0685547457026615,3.85498882754346,0.616666666666667,TRUE,-0.135964259505272,0.491553040104415,1,3,TRUE
Southern Mallee (Murray Basin),0.0627313896610475,3.8072992752677,0.589583333333333,TRUE,0.169959038496017,0.803242362322609,1,3,TRUE
Southern Malwa Plateau (Malwa Plateau),0.561505906740233,2.59614398014617,0.8234375,TRUE,0.795203328132629,1.10507740701092,1,3,TRUE
Southern Mekong Delta (Mekong Delta),-0.217282170606987,0.988303643376286,0.952083333333333,TRUE,-0.274577021598816,1.72429036099646,1,3,TRUE
Southern Nuomin-Taoer System (Songnen Plain),0.527976674562989,0.84246488981834,1,FALSE,0.424179315567017,0.44608383165546,1,3,TRUE
Southern Odanah Shale,-0.590142966988729,2.08084563038977,0.791666666666667,TRUE,-0.402927309274673,0.837943085342401,1,3,TRUE
Southern Paris Basin (Paris Basin),-0.23110938410948,1.2306525630186,0.84375,TRUE,-0.332761496305466,0.204842936215919,1,3,TRUE
Southern Piedmont Upland (Piedmont Plateau),0.136574924971916,2.77744187206895,0.668229166666667,TRUE,0.38512459397316,0.688040064887685,0.666666666666667,3,TRUE
Southern Riverine Plains (Murray Basin),0.163764807769406,1.46794352607052,0.7890625,TRUE,0.374551981687546,0.232271730178179,1,3,TRUE
Southern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),0.213408491249056,1.33164475237013,0.8765625,TRUE,0.275532782077789,3.93447167904803,1,3,TRUE
Southern St. Lawrence Lowlands (St. Lawrence Lowlands),0.471262766566302,1.4221684423905,0.779166666666667,TRUE,0.0331707783043385,2.91409852841571,1,3,TRUE
Southern Valley and Ridge (Valley and Ridge Aquifer System),0.127984026630049,3.02414116498132,0.663541666666667,TRUE,0.171566545963287,1.07757375689139,0.666666666666667,3,TRUE
Southwestern Allegheny Plateau (Appalachian Plateaus),-0.157405477582506,3.09980644782237,0.675,TRUE,-0.155603110790253,0.382122440278757,1,3,TRUE
Southwestern Bengal Basin (Bengal Basin),-0.132323456723776,1.15367672752918,0.853645833333333,TRUE,-0.548544764518738,0.688063114700837,1,3,TRUE
Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),-0.0613319041004562,3.33392727478828,0.642708333333333,TRUE,-0.193390414118767,0.340409783752167,1,3,TRUE
Southwestern Flatwoods (Floridan Aquifer System),0.153310739863033,2.28005594127382,0.678125,TRUE,0.730116963386536,0.219267747705385,1,3,TRUE
Southwestern Khorat Plateau (Khorat Plateau Aquifer System),-0.303625587568337,0.84958735587935,0.944270833333333,TRUE,-0.616721332073212,0.669693541049672,1,3,TRUE
Springbok Flats Karoo Basin,-0.0184160581077741,7.28734265434487,0.5640625,TRUE,0.291665315628052,0.755345692873486,1,3,FALSE
Springfield Plain (Central Lowland Till Plain),0.0669165367451105,7.56964524242439,0.556770833333333,TRUE,-0.0280536022037268,3.1397546125754,0.666666666666667,3,FALSE
Stampriet Kalahari Karoo Aquifer System,0.14657153669516,0.764370885482859,0.982291666666667,TRUE,0.160642594099045,0.772184830781235,1,3,TRUE
Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),0.190940654233997,0.884714317059979,0.983333333333333,TRUE,0.485083729028702,0.367416779399325,1,3,TRUE
Stockton Plateau (Edwards-Trinity Aquifer System),-0.624291197781252,0.529167848900569,1,FALSE,-0.650122106075287,0.269801551061639,1,3,TRUE
Sundarbans and Southern Delta (Bengal Basin),-0.095302190236946,1.35235072888816,0.834375,TRUE,-0.423394232988358,1.10523199776895,0.666666666666667,3,TRUE
Sylhet Basin (Bengal Basin),-0.549451832020706,0.346067805735421,1,FALSE,-0.548709869384766,1.33267744419185,0.666666666666667,3,TRUE
Thal Doab (Indus Basin),-0.959801213188319,0.83075336198736,0.8,TRUE,-0.373616755008698,0.964273116782693,1,3,TRUE
Tifton Upland (Floridan Aquifer System),0.23631715913206,1.62547691101338,0.753125,TRUE,0.435663044452667,0.724951646641027,1,3,TRUE
Tipton Till Plain (Central Lowland Till Plain),0.0159382908720831,31.2228807055949,0.522395833333333,TRUE,-0.0181776583194733,10.5444903687406,0.666666666666667,3,FALSE
Trans Gangetic Plain (Indo-Gangetic Plain),-2.62935643400395,1.04876714026603,1,FALSE,-4.93014240264893,0.123143653055181,1,3,TRUE
Transboundary Judith River Aquifer (Bearpaw-Judith River Aquifer System),0.244524048749842,1.78222739708472,0.769791666666667,TRUE,0.329489856958389,0.333707464241765,1,3,TRUE
Transboundary Odanah Shale,-0.204075643926028,3.96083660707731,0.633333333333333,TRUE,-0.414395242929459,0.765333790921219,1,3,TRUE
Trinity Aquifer System (Edwards-Trinity Aquifer System),-0.250586903040339,1.32848756947751,0.865625,TRUE,-0.230811417102814,1.91777806528452,1,3,TRUE
Tuli Karoo Aquifer,-0.192708056886358,1.09044724892876,0.790104166666667,TRUE,-0.0487274862825871,2.25833717183664,1,3,TRUE
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),-0.208826555113574,1.88625058067789,0.811979166666667,TRUE,-0.0666061416268349,5.93167731669598,0.666666666666667,3,TRUE
Upper Carbonate Aquifer (Northern Midwest Aquifer System),0.123401125803244,4.31608013252108,0.601041666666667,TRUE,0.0421905741095543,4.93957306405417,0.666666666666667,3,TRUE
Upper Cauvery Banded Gneiss Aquifers (Dharwar Craton Banded Gneiss Complex),0.301158045047703,0.685599055378871,1,FALSE,0.243558779358864,1.88072048907085,0.666666666666667,3,TRUE
Upper Deschutes Basin,-0.355991988502055,1.46806925876105,0.852083333333333,TRUE,-0.186830446124077,1.11746733664173,1,3,TRUE
Upper Gangetic Plain (Indo-Gangetic Plain),-1.64727931435757,0.546493322075433,1,FALSE,-2.11932110786438,0.0646945684011962,1,3,TRUE
Upper Peninsula Jacobsville Sandstone and Cambrian-Ordovician and Silurian-Devonian Aquifers (Northern Midwest Aquifer System),1.0305399383704,0.518272853384252,1,FALSE,1.13464844226837,0.0181672412023339,1,3,TRUE
Victoria Area (Gulf Coast Regional Aquifer System),-0.370917307150214,1.64465213887662,0.911458333333333,TRUE,-0.568526387214661,1.16434098774518,1,3,TRUE
Vidalia Upland (Floridan Aquifer System),0.225020350967296,1.85740161312437,0.738541666666667,TRUE,0.681400716304779,0.418204170098916,1,3,TRUE
Wadi As-Sirhan Basin,-0.997607919319854,0.415475641498339,1,FALSE,-1.43346953392029,0.24169313554455,1,3,TRUE
Weipa Depression and Northern Carpentaria Basin (Great Artesian Basin),0.192241126250836,0.824114089136897,0.972395833333333,TRUE,0.717528760433197,0.513494781376019,1,3,TRUE
West Jutland Quaternary and Tertiary Sand Aquifer System,0.391870921215748,0.760941202241843,0.981770833333333,TRUE,0.694255352020264,0.666638449296993,0.666666666666667,3,TRUE
Western Allegheny Plateau (Appalachian Plateaus),-0.0830587279556995,6.18763980354123,0.584375,TRUE,0.0414565168321133,2.02638654491091,1,3,FALSE
Western Armorican Massif (Armorican Massif),-0.0766621163897959,4.17852545169844,0.63125,TRUE,0.174625501036644,1.03765671560662,0.666666666666667,3,FALSE
Western Bengal Basin (Bengal Basin),-0.432943801514614,0.362774688390294,1,FALSE,-0.781475305557251,0.308416609589825,1,3,TRUE
Western Brahmaputra Basin Aquifer (Brahmaputra Basin Aquifer),-0.838096611757188,0.382686490103477,1,FALSE,-1.22316062450409,0.31483317520441,1,3,TRUE
Western C Aquifer (The C Aquifer),-0.490456083279394,0.794223649441875,0.952083333333333,TRUE,-0.1131786480546,1.95670093197884,1,3,TRUE
Western Cambay Basin (Cambay Basin),0.0362928470746773,8.43610506520325,0.579166666666667,TRUE,0.189801752567291,2.38756918612776,0.666666666666667,3,TRUE
Western Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),0.189889461300215,3.01410374774765,0.658333333333333,TRUE,0.116460025310516,1.78441110613524,0.666666666666667,3,TRUE
Western Carrizo-Wilcox (Carrizo-Wilcox),-0.509574686027203,0.892674203601991,0.963541666666667,TRUE,-0.726285398006439,0.588421776296801,1,3,TRUE
Western Huaihe Plain (Huaihe River Basin),-0.387205078126679,1.28193439925849,0.928645833333333,TRUE,-0.947855591773987,0.312203621370339,1,3,TRUE
Western Karoo Basin (Main Karoo Basin),0.0706391884285274,1.83532515151969,0.797916666666667,TRUE,0.148208051919937,0.506280417780926,1,3,TRUE
Western Liaohe River Basin (Liaohe River Basin),0.0893183253466108,2.59432851943283,0.715104166666667,TRUE,-0.0585546866059303,7.85934684187469,0.666666666666667,3,FALSE
Western Mississippi Embayment (Mississippi Embayment),0.18084193322259,2.0448591095667,0.720833333333333,TRUE,0.219458550214767,0.440653319675543,1,3,TRUE
Western Parecis Basin (Parecis Basin),-0.411288742197094,0.272351592385609,1,FALSE,-0.513933479785919,0.0829718222582113,1,3,TRUE
Western Paris Basin (Paris Basin),-0.179654754901706,1.71926802822735,0.797916666666667,TRUE,-0.263193070888519,0.391448070916901,1,3,TRUE
Western Pilbara Granite-Greenstone Terrane (Pilbara Craton),-0.334028302427851,0.832799172184575,0.995833333333333,TRUE,-0.227960124611855,0.658267652712143,1,3,TRUE
Western Riverine Plains (Murray Basin),0.190141030442266,1.23687804744724,0.866666666666667,TRUE,0.311878204345703,0.365436694258596,1,3,TRUE
Western Satpura Basalt Aquifers (Satpura Basalts),0.821959522189791,1.34448366344003,0.993229166666667,TRUE,1.13755750656128,0.293948225857226,1,3,TRUE
Western Second Songhuajiang System (Songnen Plain),0.379808253603937,0.917477325197049,0.999479166666667,TRUE,0.196990340948105,1.45486065672108,0.666666666666667,3,TRUE
Western Surat Basin (Great Artesian Basin),0.0559186726429755,3.81522286484713,0.6453125,TRUE,0.212810024619102,0.606573889367871,1,3,TRUE
Westside Middle Indus Plain (Indus Basin),-0.70920159828949,1.48330580735885,0.746354166666667,TRUE,-0.26677817106247,1.48715870588354,0.666666666666667,3,TRUE
Williston Basin (Northern Great Plains),0.188787618685333,2.61770002641523,0.714583333333333,TRUE,0.325713455677032,0.6041457096768,1,3,TRUE
Wimmera Plain (Murray Basin),0.0243948223893581,9.93072280366655,0.532291666666667,TRUE,0.23984882235527,0.836063186452371,0.666666666666667,3,TRUE
Wisconsin Precambrian Aquifer,0.480391543281934,0.824581771639571,0.991666666666667,TRUE,0.580175817012787,0.2182531166094,1,3,TRUE
Wiso Basin (Daly-Wiso-Georgina Basins),0.409525770672695,1.35182568666013,0.996875,TRUE,0.869828104972839,0.209457576884287,1,3,TRUE
Wuyuer-Shuangyang System (Songnen Plain),0.523739257914844,0.848454189368362,1,FALSE,0.482946336269379,0.297595370314946,1,3,TRUE
Yellow River Alluvial Plain (North China Plain),-0.651293334600058,1.02612728287776,0.9875,TRUE,-1.41876947879791,0.169912265688168,1,3,TRUE
