recipe_id,acc_select,acc_holdout
JPL_431,0.92,0.833333333333333
JPL_44,0.92,0.916666666666667
JPL_448,0.92,0.708333333333333
JPL_449,0.92,0.708333333333333
JPL_45,0.92,0.916666666666667
JPL_450,0.92,0.75
JPL_456,0.92,0.791666666666667
JPL_457,0.92,0.833333333333333
JPL_458,0.92,0.791666666666667
JPL_459,0.92,0.833333333333333
JPL_46,0.92,0.916666666666667
JPL_460,0.92,0.791666666666667
JPL_461,0.92,0.791666666666667
JPL_462,0.92,0.791666666666667
JPL_463,0.92,0.791666666666667
JPL_47,0.92,0.916666666666667
JPL_49,0.92,0.791666666666667
JPL_497,0.92,0.833333333333333
JPL_499,0.92,0.833333333333333
JPL_51,0.92,0.791666666666667
JPL_512,0.92,0.833333333333333
JPL_514,0.92,0.833333333333333
JPL_516,0.92,0.833333333333333
JPL_517,0.92,0.833333333333333
JPL_518,0.92,0.833333333333333
JPL_519,0.92,0.833333333333333
JPL_523,0.92,0.833333333333333
JPL_524,0.92,0.791666666666667
JPL_525,0.92,0.833333333333333
JPL_526,0.92,0.791666666666667
JPL_527,0.92,0.833333333333333
JPL_53,0.92,0.791666666666667
JPL_54,0.92,0.791666666666667
JPL_55,0.92,0.791666666666667
JPL_64,0.92,0.833333333333333
JPL_65,0.92,0.791666666666667
JPL_66,0.92,0.833333333333333
JPL_67,0.92,0.791666666666667
JPL_68,0.92,0.791666666666667
JPL_70,0.92,0.791666666666667
JPL_72,0.92,0.916666666666667
JPL_73,0.92,0.875
JPL_74,0.92,0.916666666666667
JPL_75,0.92,0.875
JPL_76,0.92,0.916666666666667
JPL_78,0.92,0.916666666666667
JPL_8,0.92,0.75
JPL_9,0.92,0.75
CSR_10,0.88,0.833333333333333
CSR_104,0.88,0.791666666666667
CSR_11,0.88,0.875
CSR_115,0.88,0.791666666666667
CSR_12,0.88,0.833333333333333
CSR_13,0.88,0.833333333333333
CSR_14,0.88,0.833333333333333
CSR_15,0.88,0.833333333333333
CSR_19,0.88,0.791666666666667
CSR_194,0.88,0.75
CSR_209,0.88,0.916666666666667
CSR_21,0.88,0.791666666666667
CSR_212,0.88,0.916666666666667
CSR_213,0.88,0.916666666666667
CSR_214,0.88,0.916666666666667
CSR_215,0.88,0.916666666666667
CSR_216,0.88,0.833333333333333
CSR_218,0.88,0.833333333333333
CSR_23,0.88,0.791666666666667
CSR_321,0.88,0.708333333333333
CSR_323,0.88,0.708333333333333
CSR_325,0.88,0.75
CSR_327,0.88,0.75
CSR_328,0.88,0.666666666666667
CSR_330,0.88,0.666666666666667
CSR_332,0.88,0.666666666666667
CSR_333,0.88,0.666666666666667
CSR_334,0.88,0.666666666666667
CSR_340,0.88,0.708333333333333
CSR_368,0.88,0.791666666666667
CSR_369,0.88,0.791666666666667
CSR_370,0.88,0.791666666666667
CSR_372,0.88,0.791666666666667
CSR_373,0.88,0.791666666666667
CSR_374,0.88,0.791666666666667
CSR_375,0.88,0.833333333333333
CSR_376,0.88,0.791666666666667
CSR_377,0.88,0.791666666666667
CSR_378,0.88,0.791666666666667
CSR_379,0.88,0.791666666666667
CSR_380,0.88,0.791666666666667
CSR_381,0.88,0.791666666666667
CSR_382,0.88,0.791666666666667
CSR_383,0.88,0.791666666666667
CSR_402,0.88,0.75
CSR_404,0.88,0.75
CSR_405,0.88,0.75
CSR_406,0.88,0.75
CSR_408,0.88,0.708333333333333
CSR_409,0.88,0.75
CSR_410,0.88,0.708333333333333
CSR_411,0.88,0.791666666666667
CSR_412,0.88,0.708333333333333
CSR_413,0.88,0.75
CSR_414,0.88,0.708333333333333
CSR_415,0.88,0.75
CSR_430,0.88,0.708333333333333
CSR_508,0.88,0.75
CSR_530,0.88,0.75
CSR_531,0.88,0.75
CSR_532,0.88,0.75
CSR_536,0.88,0.791666666666667
CSR_537,0.88,0.791666666666667
CSR_538,0.88,0.791666666666667
CSR_539,0.88,0.791666666666667
CSR_541,0.88,0.791666666666667
CSR_542,0.88,0.791666666666667
CSR_543,0.88,0.791666666666667
CSR_549,0.88,0.708333333333333
CSR_8,0.88,0.875
CSR_84,0.88,0.791666666666667
CSR_86,0.88,0.75
CSR_89,0.88,0.75
CSR_9,0.88,0.875
