Study_area,term,term_type,frac,ax1,ax2,tier
Barind Tract and Central Floodplains (Bengal Basin),filter,main,0.768027929936277,filter,,tier2
Barind Tract and Central Floodplains (Bengal Basin),gia_model,main,0.141029727541971,gia_model,,tier2
Barind Tract and Central Floodplains (Bengal Basin),c20_treatment,main,0.00265452609101299,c20_treatment,,tier2
Barind Tract and Central Floodplains (Bengal Basin),c30_treatment,main,5.15821544187868e-05,c30_treatment,,tier2
Barind Tract and Central Floodplains (Bengal Basin),geocenter,main,0.0173994031144061,geocenter,,tier2
Barind Tract and Central Floodplains (Bengal Basin),centre x truncation,interaction,0.00569013027784514,centre,truncation,tier2
Barind Tract and Central Floodplains (Bengal Basin),centre x filter,interaction,0.0197552274080712,centre,filter,tier2
Barind Tract and Central Floodplains (Bengal Basin),centre x gia_model,interaction,1.35161762102156e-12,centre,gia_model,tier2
Barind Tract and Central Floodplains (Bengal Basin),centre x c20_treatment,interaction,0.000864993187446899,centre,c20_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),centre x c30_treatment,interaction,3.01929653025254e-06,centre,c30_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),centre x geocenter,interaction,2.48253339071657e-07,centre,geocenter,tier2
Barind Tract and Central Floodplains (Bengal Basin),truncation x filter,interaction,0.00649271995323241,truncation,filter,tier2
Barind Tract and Central Floodplains (Bengal Basin),truncation x gia_model,interaction,2.8008863327352e-14,truncation,gia_model,tier2
Barind Tract and Central Floodplains (Bengal Basin),truncation x c20_treatment,interaction,6.45793309793992e-06,truncation,c20_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),truncation x c30_treatment,interaction,9.1462733826764e-08,truncation,c30_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),truncation x geocenter,interaction,1.36084194825523e-07,truncation,geocenter,tier2
Barind Tract and Central Floodplains (Bengal Basin),filter x gia_model,interaction,-1.13095725738204e-15,filter,gia_model,tier2
Barind Tract and Central Floodplains (Bengal Basin),filter x c20_treatment,interaction,7.24837322200888e-08,filter,c20_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),filter x c30_treatment,interaction,5.60613765219508e-09,filter,c30_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),filter x geocenter,interaction,5.29935914401462e-08,filter,geocenter,tier2
Barind Tract and Central Floodplains (Bengal Basin),gia_model x c20_treatment,interaction,-4.61108061481445e-16,gia_model,c20_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),gia_model x c30_treatment,interaction,-6.31987254025953e-16,gia_model,c30_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),gia_model x geocenter,interaction,-4.638691875981e-16,gia_model,geocenter,tier2
Barind Tract and Central Floodplains (Bengal Basin),c20_treatment x c30_treatment,interaction,4.95104426792764e-16,c20_treatment,c30_treatment,tier2
Barind Tract and Central Floodplains (Bengal Basin),c20_treatment x geocenter,interaction,5.54434124224396e-16,c20_treatment,geocenter,tier2
Barind Tract and Central Floodplains (Bengal Basin),c30_treatment x geocenter,interaction,6.184922501308e-17,c30_treatment,geocenter,tier2
Barind Tract and Central Floodplains (Bengal Basin),higher-order,residual,0.00605745996979416,,,tier2
Bighorn Basin,centre,main,0.0143593449861166,centre,,tier2
Bighorn Basin,truncation,main,0.00608352018849889,truncation,,tier2
Bighorn Basin,filter,main,0.361166170622321,filter,,tier2
Bighorn Basin,gia_model,main,0.497703068805534,gia_model,,tier2
Bighorn Basin,c20_treatment,main,0.000938922372923515,c20_treatment,,tier2
Bighorn Basin,c30_treatment,main,4.01989578503437e-06,c30_treatment,,tier2
Bighorn Basin,geocenter,main,0.0995539932031866,geocenter,,tier2
Bighorn Basin,centre x truncation,interaction,0.000485696690888972,centre,truncation,tier2
Bighorn Basin,centre x filter,interaction,0.00127185827074276,centre,filter,tier2
Bighorn Basin,centre x gia_model,interaction,4.77402434805646e-12,centre,gia_model,tier2
Bighorn Basin,centre x c20_treatment,interaction,0.000305953456891252,centre,c20_treatment,tier2
Bighorn Basin,centre x c30_treatment,interaction,2.35299529202411e-07,centre,c30_treatment,tier2
Bighorn Basin,centre x geocenter,interaction,7.40679940708425e-07,centre,geocenter,tier2
Bighorn Basin,truncation x filter,interaction,0.0171321791404372,truncation,filter,tier2
Bighorn Basin,truncation x gia_model,interaction,9.86126326956473e-14,truncation,gia_model,tier2
Bighorn Basin,truncation x c20_treatment,interaction,2.28421060249818e-06,truncation,c20_treatment,tier2
Bighorn Basin,truncation x c30_treatment,interaction,7.12787661250413e-09,truncation,c30_treatment,tier2
Bighorn Basin,truncation x geocenter,interaction,5.14377919152369e-07,truncation,geocenter,tier2
Bighorn Basin,filter x gia_model,interaction,2.17208442060897e-16,filter,gia_model,tier2
Bighorn Basin,filter x c20_treatment,interaction,2.56090524276465e-08,filter,c20_treatment,tier2
Bighorn Basin,filter x c30_treatment,interaction,4.3762280607944e-10,filter,c30_treatment,tier2
Bighorn Basin,filter x geocenter,interaction,3.03212837369383e-07,filter,geocenter,tier2
Bighorn Basin,gia_model x c20_treatment,interaction,3.00994901644935e-16,gia_model,c20_treatment,tier2
Bighorn Basin,gia_model x c30_treatment,interaction,8.82591584451395e-17,gia_model,c30_treatment,tier2
Bighorn Basin,gia_model x geocenter,interaction,2.85086080204927e-16,gia_model,geocenter,tier2
Bighorn Basin,c20_treatment x c30_treatment,interaction,-4.86047638370217e-18,c20_treatment,c30_treatment,tier2
Bighorn Basin,c20_treatment x geocenter,interaction,1.76481859174479e-16,c20_treatment,geocenter,tier2
Bighorn Basin,c30_treatment x geocenter,interaction,2.03632914432091e-16,c30_treatment,geocenter,tier2
Bighorn Basin,higher-order,residual,0.000991161406420155,,,tier2
Black Hills Uplift,centre,main,0.0331987832180651,centre,,tier2
Black Hills Uplift,truncation,main,0.00301308117383779,truncation,,tier2
Black Hills Uplift,filter,main,0.0998453351509332,filter,,tier2
Black Hills Uplift,gia_model,main,0.737527374161858,gia_model,,tier2
Black Hills Uplift,c20_treatment,main,0.000948550196362605,c20_treatment,,tier2
Black Hills Uplift,c30_treatment,main,3.93767151002376e-06,c30_treatment,,tier2
Black Hills Uplift,geocenter,main,0.102845805473473,geocenter,,tier2
Black Hills Uplift,centre x truncation,interaction,0.000457587388681506,centre,truncation,tier2
Black Hills Uplift,centre x filter,interaction,0.00820826148482868,centre,filter,tier2
Black Hills Uplift,centre x gia_model,interaction,7.07411882190623e-12,centre,gia_model,tier2
Black Hills Uplift,centre x c20_treatment,interaction,0.000309090740911466,centre,c20_treatment,tier2
Black Hills Uplift,centre x c30_treatment,interaction,2.30486563602747e-07,centre,c30_treatment,tier2
Black Hills Uplift,centre x geocenter,interaction,7.8512513937949e-07,centre,geocenter,tier2
Black Hills Uplift,truncation x filter,interaction,0.0121445772673923,truncation,filter,tier2
Black Hills Uplift,truncation x gia_model,interaction,1.45732084132807e-13,truncation,gia_model,tier2
Black Hills Uplift,truncation x c20_treatment,interaction,2.30763318342025e-06,truncation,c20_treatment,tier2
Black Hills Uplift,truncation x c30_treatment,interaction,6.98208536124858e-09,truncation,c30_treatment,tier2
Black Hills Uplift,truncation x geocenter,interaction,5.44494231222731e-07,truncation,geocenter,tier2
Black Hills Uplift,filter x gia_model,interaction,-1.08190114426731e-16,filter,gia_model,tier2
Black Hills Uplift,filter x c20_treatment,interaction,2.58717984118584e-08,filter,c20_treatment,tier2
Black Hills Uplift,filter x c30_treatment,interaction,4.28677006719895e-10,filter,c30_treatment,tier2
Black Hills Uplift,filter x geocenter,interaction,3.13238806027102e-07,filter,geocenter,tier2
Black Hills Uplift,gia_model x c20_treatment,interaction,3.13793593600968e-16,gia_model,c20_treatment,tier2
Black Hills Uplift,gia_model x c30_treatment,interaction,1.17263186766961e-16,gia_model,c30_treatment,tier2
Black Hills Uplift,gia_model x geocenter,interaction,8.11425858200482e-17,gia_model,geocenter,tier2
Black Hills Uplift,c20_treatment x c30_treatment,interaction,-3.29773822904721e-17,c20_treatment,c30_treatment,tier2
Black Hills Uplift,c20_treatment x geocenter,interaction,8.11425858200482e-17,c20_treatment,geocenter,tier2
Black Hills Uplift,c30_treatment x geocenter,interaction,1.48761407336755e-16,c30_treatment,geocenter,tier2
Black Hills Uplift,higher-order,residual,0.0014934018044412,,,tier2
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre,main,0.0218950189159974,centre,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),truncation,main,0.00113299602855855,truncation,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),filter,main,0.174942440310179,filter,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),gia_model,main,0.642661093787694,gia_model,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),c20_treatment,main,7.11512253486764e-05,c20_treatment,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),c30_treatment,main,2.823611874204e-05,c30_treatment,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),geocenter,main,0.144016710333047,geocenter,,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre x truncation,interaction,0.000270496119727324,centre,truncation,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre x filter,interaction,0.0121984527344596,centre,filter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre x gia_model,interaction,6.1636897435248e-12,centre,gia_model,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre x c20_treatment,interaction,2.31850524888987e-05,centre,c20_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre x c30_treatment,interaction,1.6527655638973e-06,centre,c30_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),centre x geocenter,interaction,1.50466755867518e-06,centre,geocenter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),truncation x filter,interaction,0.00168800430107652,truncation,filter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),truncation x gia_model,interaction,1.27316574575706e-13,truncation,gia_model,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),truncation x c20_treatment,interaction,1.73096793064279e-07,truncation,c20_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),truncation x c30_treatment,interaction,5.00667762338999e-08,truncation,c30_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),truncation x geocenter,interaction,1.02516148844481e-06,truncation,geocenter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),filter x gia_model,interaction,2.73407103598509e-16,filter,gia_model,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),filter x c20_treatment,interaction,1.94855395114065e-09,filter,c20_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),filter x c30_treatment,interaction,3.07004676574143e-09,filter,c30_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),filter x geocenter,interaction,4.3863328306731e-07,filter,geocenter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),gia_model x c20_treatment,interaction,5.25587776790689e-16,gia_model,c20_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),gia_model x c30_treatment,interaction,2.99072394451446e-16,gia_model,c30_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),gia_model x geocenter,interaction,3.18974954198261e-16,gia_model,geocenter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),c20_treatment x c30_treatment,interaction,2.06924321571138e-18,c20_treatment,c30_treatment,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),c20_treatment x geocenter,interaction,-2.27839252998758e-17,c20_treatment,geocenter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),c30_treatment x geocenter,interaction,-4.55678505997516e-17,c30_treatment,geocenter,tier1
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),higher-order,residual,0.00106736565632442,,,tier1
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre,main,0.00777204495145872,centre,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),truncation,main,0.00477813026957144,truncation,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),filter,main,0.0866408833733829,filter,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),gia_model,main,0.673643685748343,gia_model,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),c20_treatment,main,0.00275448942932465,c20_treatment,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),c30_treatment,main,5.06264107827613e-06,c30_treatment,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),geocenter,main,0.199895502898974,geocenter,,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre x truncation,interaction,0.00178292391772441,centre,truncation,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre x filter,interaction,0.0091214438534097,centre,filter,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre x gia_model,interaction,6.46159787721987e-12,centre,gia_model,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre x c20_treatment,interaction,0.000897566804576713,centre,c20_treatment,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre x c30_treatment,interaction,2.96335507475013e-07,centre,c30_treatment,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),centre x geocenter,interaction,1.33347958616722e-06,centre,geocenter,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),truncation x filter,interaction,0.00608995118716181,truncation,filter,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),truncation x gia_model,interaction,1.33213627850885e-13,truncation,gia_model,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),truncation x c20_treatment,interaction,6.70112113089634e-06,truncation,c20_treatment,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),truncation x c30_treatment,interaction,8.97684096129057e-09,truncation,c30_treatment,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),truncation x geocenter,interaction,9.32241107685146e-07,truncation,geocenter,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),filter x gia_model,interaction,4.53493201194503e-16,filter,gia_model,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),filter x c20_treatment,interaction,7.51399202564898e-08,filter,c20_treatment,tier2
Blue Mountains and Clearwater Embayment (Columbia Plateau Regional Aquifer System),filter x c30_treatment,interaction,5.51431796175127e-10,filter,c30_treatment,tier2
