Study_area,n_recipes,n_pos,n_neg,min_trend,max_trend,median_trend,frac_pos,frac_neg,sign_agree,spans_zero,tier,area_km2
Southeastern Bengal Basin (Bengal Basin),1920,9,1911,-0.827449381383522,0.0612419781443934,-0.350693181698746,0.0046875,0.9953125,0.9953125,TRUE,tier2,10016
Western Pilbara Granite-Greenstone Terrane (Pilbara Craton),1920,8,1912,-1.00080134056789,0.0357261097455943,-0.334028302427851,0.00416666666666667,0.995833333333333,0.995833333333333,TRUE,tier2,16960
Wiso Basin (Daly-Wiso-Georgina Basins),1920,1914,6,-0.0196606032106469,1.35514112020495,0.409525770672695,0.996875,0.003125,0.996875,TRUE,tier1,116966
Central Pilbara Granite-Greenstone Terrane (Pilbara Craton),1920,4,1916,-1.2565913844625,0.0201023087156841,-0.364968328341548,0.00208333333333333,0.997916666666667,0.997916666666667,TRUE,tier2,18871
Eastern Pilbara Granite-Greenstone Terrane (Pilbara Craton),1920,4,1916,-0.929318913778763,0.0231245748968011,-0.345303163548573,0.00208333333333333,0.997916666666667,0.997916666666667,TRUE,tier2,23972
Letaba Lowveld,1920,2,1918,-0.516685681163505,0.0065024158525534,-0.24965464173284,0.00104166666666667,0.998958333333333,0.998958333333333,TRUE,tier2,15251
Western Second Songhuajiang System (Songnen Plain),1920,1919,1,-0.00172877160722142,1.25579328490784,0.379808253603937,0.999479166666667,0.000520833333333333,0.999479166666667,TRUE,tier2,14776
Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),1920,1920,0,0.22704646512407,0.653396655457738,0.415123030830477,1,0,1,FALSE,tier1,318913
Bari Doab (Indus Basin),1920,0,1920,-2.39466161066503,-0.944892207471094,-1.66562463764168,0,1,1,FALSE,tier2,39776
Barind Tract and Central Floodplains (Bengal Basin),1920,0,1920,-1.37309446249457,-0.219462671412852,-0.693839733110039,0,1,1,FALSE,tier2,23481
Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),1920,1920,0,0.205798903152947,0.957124821526461,0.473016268224053,1,0,1,FALSE,tier1,81286
Central Urucuia Aquifer (Urucuia Aquifer System),1920,0,1920,-1.8603034984884,-0.479224436358189,-1.00432256806524,0,1,1,FALSE,tier2,31045
Chaj Doab (Indus Basin),1920,0,1920,-1.78985636772037,-0.134807168719171,-1.24475014707544,0,1,1,FALSE,tier2,13536
Eastern Deccan Basalt Plateau (Deccan Plateau),1920,1920,0,0.286668471146585,1.16135500016978,0.723498523422999,1,0,1,FALSE,tier2,21575
Eastern Malwa Plateau Alluvial Aquifer (Malwa Plateau),1920,0,1920,-3.40621356019176,-0.596510181512851,-1.62355208893501,0,1,1,FALSE,tier2,12262
Eastern Saq Aquifer (Ram-Saq Aquifer System),1920,0,1920,-2.38539015485729,-0.23014337116961,-0.903862897409158,0,1,1,FALSE,tier1,67601
Eastern Satpura Basalt Aquifers (Satpura Basalts),1920,1920,0,0.0445379591454449,1.59025359010077,0.815431265370597,1,0,1,FALSE,tier2,10338
Eastern Second Songhuajiang System (Songnen Plain),1920,1920,0,0.0358278819320608,1.16934560796467,0.444762160742099,1,0,1,FALSE,tier2,18076
Eastside Middle Indus Plain (Indus Basin),1920,0,1920,-2.05704191633311,-0.787320306452167,-1.33836639147945,0,1,1,FALSE,tier1,53045
Edwards Plateau (Edwards-Trinity Aquifer System),1920,0,1920,-1.23815850354795,-0.0465155946314894,-0.575857367385142,0,1,1,FALSE,tier1,58050
Gunnedah Basin and Liverpool Plains,1920,1920,0,0.00449748334216096,0.794645534792108,0.279048604191909,1,0,1,FALSE,tier2,16086
Kurnool Basin (Cuddapah Sedimentary Basin),1920,1920,0,0.231074516820941,0.881114381805726,0.431610501850385,1,0,1,FALSE,tier2,11364
Madhupur Tract and Eastern Floodplains (Bengal Basin),1920,0,1920,-1.30569321824921,-0.188753053568565,-0.617897098667353,0,1,1,FALSE,tier2,19207
Malm Valangnian Aquifer,1920,0,1920,-1.02427083553158,-0.0435403467179822,-0.502609192703455,0,1,1,FALSE,tier2,17275
Malwa Plateau Gneiss Complex (Malwa Plateau),1920,0,1920,-1.28208348929551,-0.318939070457511,-0.782644090626832,0,1,1,FALSE,tier2,23958
Middle Gangetic Plain (Indo-Gangetic Plain),1920,0,1920,-1.17421375883724,-0.0908608231018227,-0.679511921412402,0,1,1,FALSE,tier1,145648
Northcentral Coromandel Schist Aquifers (Coromandel Coastal Plain),1920,1920,0,0.0917606847202908,0.566427236194382,0.285872815165996,1,0,1,FALSE,tier2,10679
Northcentral Deccan Basalt Plateau (Deccan Plateau),1920,1920,0,0.238762159067535,1.3194044482806,0.725927795531511,1,0,1,FALSE,tier1,53372
Northeastern Deccan Basalt Plateau (Deccan Plateau),1920,1920,0,0.181538764330071,1.37381079158851,0.68472721696204,1,0,1,FALSE,tier2,47763
Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),1920,1920,0,0.25465883315103,1.15316476719978,0.585606441758707,1,0,1,FALSE,tier1,61216
Northern Georgina Basin (Daly-Wiso-Georgina Basins),1920,1920,0,0.0176457714048386,1.05836028607035,0.41142703356107,1,0,1,FALSE,tier1,116661
Northern Guarani Aquifer (Guarani Aquifer System),1920,0,1920,-1.41290687407088,-0.446449536713407,-0.923266831404929,0,1,1,FALSE,tier1,419237
Northern Nuomin-Taoer System (Songnen Plain),1920,1920,0,0.163940642467775,1.5738112257988,0.644088294521193,1,0,1,FALSE,tier2,10909
Northern Piedmont and Tista Fan (Bengal Basin),1920,0,1920,-1.90853624176812,-0.334035931600452,-0.989337273513922,0,1,1,FALSE,tier2,31898
Northwestern Deccan Basalt Plateau (Deccan Plateau),1920,1920,0,0.133935856102775,1.53192493999259,0.851690148643577,1,0,1,FALSE,tier2,18659
Pecos Valley,1920,0,1920,-1.54436561607481,-0.186302869626393,-0.839338662866549,0,1,1,FALSE,tier2,21799
Rechna Doab (Indus Basin),1920,0,1920,-2.25301606089381,-0.918148518211324,-1.55933072221571,0,1,1,FALSE,tier2,32700
Red River Delta,1920,1920,0,0.130750531874774,1.00736162179039,0.332732669961562,1,0,1,FALSE,tier2,11968
Southcentral Deccan Basalt Plateau (Deccan Plateau),1920,1920,0,0.267459379531689,1.06051294402833,0.632182593004266,1,0,1,FALSE,tier1,57686
Southcentral Floodplains (Bengal Basin),1920,0,1920,-0.951740969848318,-0.0215378117302719,-0.386982485300022,0,1,1,FALSE,tier2,30739
Southern Deccan Basalt Plateau (Deccan Plateau),1920,1920,0,0.230999792170322,0.899005957035228,0.528419070444905,1,0,1,FALSE,tier2,23112
Southern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),1920,1920,0,0.113061042961283,0.754112010237009,0.309107436772224,1,0,1,FALSE,tier2,46406
Southern High Plains (High Plains),1920,0,1920,-2.49164326658862,-0.117710138566157,-1.04739968979984,0,1,1,FALSE,tier1,74884
Southern Nuomin-Taoer System (Songnen Plain),1920,1920,0,0.102539121998858,1.53162415590548,0.527976674562989,1,0,1,FALSE,tier2,15583
Stockton Plateau (Edwards-Trinity Aquifer System),1920,0,1920,-1.27533469042467,-0.140714374125886,-0.624291197781252,0,1,1,FALSE,tier2,33245
Sylhet Basin (Bengal Basin),1920,0,1920,-0.973426822280331,-0.183681773550999,-0.549451832020706,0,1,1,FALSE,tier2,12618
Trans Gangetic Plain (Indo-Gangetic Plain),1920,0,1920,-6.25966109279783,-0.994051633702456,-2.62935643400395,0,1,1,FALSE,tier1,100322
Upper Cauvery Banded Gneiss Aquifers (Dharwar Craton Banded Gneiss Complex),1920,1920,0,0.0951568715260512,0.748406106592878,0.301158045047703,1,0,1,FALSE,tier2,34251
Upper Gangetic Plain (Indo-Gangetic Plain),1920,0,1920,-2.47476399890214,-0.640180298275126,-1.64727931435757,0,1,1,FALSE,tier1,199268
Upper Peninsula Jacobsville Sandstone and Cambrian-Ordovician and Silurian-Devonian Aquifers (Northern Midwest Aquifer System),1920,1920,0,0.0664300275831125,1.92405518525581,1.0305399383704,1,0,1,FALSE,tier2,25514
Wadi As-Sirhan Basin,1920,0,1920,-2.1351241981447,-0.541703454901713,-0.997607919319854,0,1,1,FALSE,tier1,68037
Western Bengal Basin (Bengal Basin),1920,0,1920,-0.905646258364491,-0.109110952695053,-0.432943801514614,0,1,1,FALSE,tier2,18026
Western Brahmaputra Basin Aquifer (Brahmaputra Basin Aquifer),1920,0,1920,-1.28429551886358,-0.333370255893085,-0.838096611757188,0,1,1,FALSE,tier2,33634
Western Parecis Basin (Parecis Basin),1920,0,1920,-0.619240072130476,-0.167120502851091,-0.411288742197094,0,1,1,FALSE,tier1,213494
Wuyuer-Shuangyang System (Songnen Plain),1920,1920,0,0.0835497731951181,1.46790148473212,0.523739257914844,1,0,1,FALSE,tier1,63713
