Study_area,n_recipes,recipe_median,recipe_iqr,recipe_p05,recipe_p95,recipe_range,sd_total,sd_nonfootprint,sd_footprint,iqr_canon_nf,dominance_R,area_km2,resolution_ratio,tier,n_wells,continent,trend_cat,anchor
Central Allegheny Plateau (Appalachian Plateaus),1920,-0.0827299404378283,0.515263309900561,-0.736639825803383,0.510765720892418,1.89000028092366,0.367038317737199,0.296015490067495,0.228770350385087,0.40270226097484,6.2282567492936,52939,0.481263636363636,tier1,17,N America,stable,other (new)
Northeastern Karoo Basin (Main Karoo Basin),1920,0.0746846502039183,0.184011143963007,-0.125275369054379,0.383296238413843,0.716640401646467,0.146922507578225,0.0715403334197425,0.135509073960084,0.108939233271629,2.46384154522495,52358,0.475981818181818,tier1,30,Africa,stable,other (new)
Southern Riverine Plains (Murray Basin),1920,0.163764807769406,0.240397489363283,-0.05420378419118,0.370050529735097,0.581900018145254,0.140328169457327,0.127956205438687,0.069727415036994,0.234254430788761,1.46794352607052,51599,0.469081818181818,tier1,4073,Oceania,stable,other (new)
Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),1920,0.0909482961015654,0.424761019314469,-0.471548148965769,0.435285417883286,1.3986810676762,0.285054789651966,0.259769058952272,0.127882918990029,0.3226802005507,4.67035708772512,50216,0.456509090909091,tier1,39,N America,stable,other (new)
North Carolina and Virginia Coastal Plain (North Atlantic Coastal Plain),1920,0.0924524688761717,0.449279577284163,-0.604141848123605,0.461257478162494,1.44503220809147,0.330169588578094,0.305875455199123,0.138220203227827,0.365208871576488,4.85957360301449,49143,0.446754545454546,tier2,295,N America,stable,other (new)
Northeastern Deccan Basalt Plateau (Deccan Plateau),1920,0.68472721696204,0.422441937895653,0.289604668377262,1.13128814213804,1.19227202725844,0.264503829484009,0.103000914854431,0.254906128520022,0.128560889565334,0.616949242604844,47763,0.434209090909091,tier2,24,S Asia,stable,other (new)
Ribstone Creek and Northern Judith River Aquifer (Bearpaw-Judith River Aquifer System),1920,0.0436396488137901,0.415967235051874,-0.39618680241886,0.539469811232872,1.34711235379481,0.2881308670506,0.257390327623061,0.135718606827075,0.419776932460074,9.53186486048047,47412,0.431018181818182,tier2,17,N America,stable,other (new)
Southern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),1920,0.309107436772224,0.177754455359869,0.158095817925285,0.536623928962447,0.641050967275726,0.118133553275525,0.0781530025655614,0.093545426058223,0.119785128851965,0.575057194404719,46406,0.421872727272727,tier2,158,S Asia,deepening,other (new)
Northcentral Valley and Ridge (Valley and Ridge Aquifer System),1920,-0.070616966739873,0.477294229653321,-0.692740232473797,0.387536282134967,1.64789471081575,0.331618968240551,0.288594397885625,0.174382983757543,0.414429117383019,6.75891717937273,45635,0.414863636363636,tier2,44,N America,stable,other (new)
Ivanhoe Plains (Murray Basin),1920,0.104983609587772,0.236611138211228,-0.119398786373277,0.320509374825764,0.785676133242302,0.146771909108474,0.140589855662197,0.0727000230403642,0.232335479670545,2.25379122646194,45266,0.411509090909091,tier2,436,Oceania,stable,other (new)
Southcentral Piedmont Upland (Piedmont Plateau),1920,0.153944623790211,0.449724609909434,-0.451927767685826,0.57475142920288,1.5863109716906,0.316133975164199,0.278269764679132,0.160766556964996,0.418442192136352,2.92134014710575,44094,0.400854545454545,tier2,39,N America,stable,other (new)
Weipa Depression and Northern Carpentaria Basin (Great Artesian Basin),1920,0.192241126250836,0.158428620654859,0.0274477716081867,0.371194943927177,0.595437353911057,0.106380244010083,0.0964755090788161,0.053002094790365,0.14604748483543,0.824114089136897,43769,0.3979,tier2,2,Oceania,stable,other (new)
Western Liaohe River Basin (Liaohe River Basin),1920,0.0893183253466108,0.231721078754693,-0.383247498660961,0.400753874782544,1.06323313433038,0.221342626768563,0.125387193850521,0.190077398206509,0.179229891073979,2.59432851943283,43494,0.3954,tier2,8,E Asia,deepening,other (new)
Western Carrizo-Wilcox (Carrizo-Wilcox),1920,-0.509574686027203,0.454884177025068,-1.09057715047825,-0.0304076660957731,1.59912929752226,0.319291098889416,0.198863278825021,0.259514336345405,0.275038043376388,0.892674203601991,43394,0.394490909090909,tier2,433,N America,deepening,other (new)
Northern Valley and Ridge (Valley and Ridge Aquifer System),1920,-0.09182948734336,0.530374388171792,-0.623689588690345,0.49421626919726,1.68381593602058,0.356074744472315,0.300659337797612,0.200256744457868,0.519409000906791,5.77564357066121,43020,0.391090909090909,tier2,131,N America,stable,other (new)
Eastern Karoo Basin (Main Karoo Basin),1920,0.0844130878187499,0.128622642108463,-0.0779543781835355,0.225333233758557,0.386157950823607,0.0877057070776887,0.0650709496704246,0.0621641784571666,0.123224200444504,1.52372867089803,41725,0.379318181818182,tier2,12,Africa,stable,other (new)
Eastern Paris Basin (Paris Basin),1920,-0.277089912205492,0.277118934244438,-0.589539347931638,0.0543121479710939,1.00089641945853,0.201388551105976,0.166860684817516,0.124308991749414,0.254671104397451,1.00010473870634,41666,0.378781818181818,tier2,129,Europe,stable,other (new)
Bari Doab (Indus Basin),1920,-1.66562463764168,0.441142820832878,-2.23084925246377,-1.14788435375069,1.44976940319393,0.320704802011973,0.117987257028406,0.30799890973151,0.169380719343618,0.2648512821337,39776,0.3616,tier2,405,S Asia,deepening,other (new)
Eastern Dakota Aquifer,1920,0.073467194333586,0.448182912908377,-0.496744011201794,0.537263676662427,1.57253351985004,0.323019298499949,0.266019767681672,0.197486870628454,0.357350419233768,6.10044955403296,39395,0.358136363636364,tier2,18,N America,stable,other (new)
Springfield Plain (Central Lowland Till Plain),1920,0.0669165367451105,0.506534444012142,-0.607525804070989,0.49081442002544,1.63123674095215,0.342346661427883,0.304358426201852,0.167851220420792,0.421401879389724,7.56964524242439,39234,0.356672727272727,tier2,23,N America,stable,other (new)
Seymour-Blaine Aquifer System,1920,-0.818282950518137,0.530007970680844,-1.48772465502848,-0.164910007531513,1.7538934653056,0.383103390941877,0.242949685192516,0.305629525161949,0.332628879392884,0.647707459070537,38612,0.351018181818182,tier2,272,N America,stable,other (new)
Central Alluvial-Laucustrine Plain (North China Plain),1920,-0.659523598946021,0.458437918526853,-1.14046476875836,-0.161187289926142,1.42147444246466,0.299026357856548,0.121476332429065,0.283731346489855,0.168421855923085,0.69510464714148,38442,0.349472727272727,tier2,42,E Asia,deepening,other (new)
Southern Malwa Plateau (Malwa Plateau),1920,0.561505906740233,1.45775017960017,-0.135720177334228,2.00156642605029,2.58924043921258,0.748429489524519,0.100193492512746,0.761479015671958,0.134763346438842,2.59614398014617,38079,0.346172727272727,tier2,137,S Asia,stable,other (new)
Yellow River Alluvial Plain (North China Plain),1920,-0.651293334600058,0.668309859789554,-1.46469483173166,-0.135515447885769,1.80573864204708,0.418769998300934,0.130129505783082,0.412643409322318,0.15953651800908,1.02612728287776,37315,0.339227272727273,tier2,23,E Asia,stable,other (new)
Eastern Armorican Massif (Armorican Massif),1920,-0.102961911366663,0.321292493108866,-0.512867872941962,0.254639518665459,1.34555175842521,0.238540470565551,0.195563257227426,0.14510047409829,0.271542347696672,3.12049853041961,36418,0.331072727272727,tier2,96,Europe,stable,other (new)
Ocala Uplift (Floridan Aquifer System),1920,0.279396951425407,0.403059194611037,-0.305696711722007,0.710568099266234,1.72707891882236,0.304990723409708,0.262843413932386,0.172903393150122,0.343182091919053,1.44260412490093,35660,0.324181818181818,tier2,393,N America,stable,other (new)
Pearl and Chattahoochee Aquifer System,1920,0.164061268987822,0.369875972657765,-0.40400484695012,0.474207941867439,1.16004739356468,0.264545285995607,0.257020314109079,0.0739706770015503,0.363536093147053,2.25449903526724,35594,0.323581818181818,tier2,50,N America,stable,other (new)
Eastern Mekong Delta (Mekong Delta),1920,-0.15292782581921,0.154137395438927,-0.377214374536933,0.0237037572442024,0.743465356624403,0.123478616831533,0.0804586981475362,0.10336433054528,0.0956604411549671,1.00790941487096,35001,0.318190909090909,tier2,28,Other,deepening,other (new)
Jianghan Plain,1920,0.282928549897152,0.290707150734192,-0.0117205004417647,0.631761162917357,1.11743504963668,0.200122465518201,0.152278968914579,0.162707138755121,0.171527864668212,1.02749316334413,34644,0.314945454545455,tier2,5,E Asia,shallowing,other (new)
Middle-Upper Devonian Aquifer System (Baltic Artesian Basin),1920,0.0520159021708567,0.347906985155681,-0.31216871018882,0.518861444278612,1.56482105334091,0.24679850986257,0.227884145178633,0.117790584285071,0.291559370253752,6.68847353666789,34615,0.314681818181818,tier2,15,Europe,stable,other (new)
Upper Cauvery Banded Gneiss Aquifers (Dharwar Craton Banded Gneiss Complex),1920,0.301158045047703,0.206473671204453,0.146701768398361,0.581907512226043,0.653249235066826,0.137723784920818,0.0700634512204808,0.12760213177219,0.0995899132658726,0.685599055378871,34251,0.311372727272727,tier2,220,S Asia,deepening,other (new)
Western Mississippi Embayment (Mississippi Embayment),1920,0.18084193322259,0.369796274541866,-0.409911504234236,0.536457110490158,1.25372077405198,0.275431326262496,0.251083017567747,0.12170985140809,0.301458432164899,2.0448591095667,34240,0.311272727272727,tier2,325,N America,stable,other (new)
Southern Hills (Gulf Coast Regional Aquifer System),1920,0.219211808470735,0.333409248430415,-0.347341618306084,0.58177685306954,1.30260573468618,0.268918733397492,0.243099421761259,0.129461741683774,0.301320142101036,1.5209456587049,34191,0.310827272727273,tier2,224,N America,stable,other (new)
Lake Frome Embayment (Great Artesian Basin),1920,-0.00945168371125271,0.223369058989515,-0.211415179489528,0.184848090204234,0.644167643214097,0.132348994920959,0.132124976888157,0.035446911500995,0.204782832050521,23.6327268043876,34046,0.309509090909091,tier2,1,Oceania,rapidly shallowing,other (new)
Peedee and Black Creek and Cape Fear Aquifers,1920,0.193004268332743,0.47640308980197,-0.439664516099552,0.585315471775386,1.53339136884291,0.317542390200748,0.280852016812403,0.157018175906466,0.395769693503429,2.4683552022831,34016,0.309236363636364,tier2,76,N America,stable,other (new)
Western Brahmaputra Basin Aquifer (Brahmaputra Basin Aquifer),1920,-0.838096611757188,0.320728250720974,-1.17489888424689,-0.483112922876029,0.950925262970497,0.210594957323472,0.103994775777622,0.190179501773947,0.131889485904285,0.382686490103477,33634,0.305763636363636,tier2,10,S Asia,stable,other (new)
Roma Shelf and Northern Surat Basin (Great Artesian Basin),1920,0.127432721849597,0.203569358862656,-0.0605202675806875,0.280438615676072,0.581475870081254,0.116815203373668,0.108052656190434,0.0491782019821157,0.202476683687206,1.59746535982273,33598,0.305436363636364,tier2,41,Oceania,stable,other (new)
Thal Doab (Indus Basin),1920,-0.959801213188319,0.797358084695743,-1.4159548735333,0.703966718657691,2.67473108748044,0.688510420963266,0.127219702471209,0.696145110081739,0.186514968836134,0.83075336198736,33296,0.302690909090909,tier2,177,S Asia,stable,other (new)
Stockton Plateau (Edwards-Trinity Aquifer System),1920,-0.624291197781252,0.330354830217465,-1.09792011399493,-0.219188254259579,1.13462031629879,0.249139614074408,0.195391778622141,0.161255438507776,0.260348225373476,0.529167848900569,33245,0.302227272727273,tier2,127,N America,stable,other (new)
Rechna Doab (Indus Basin),1920,-1.55933072221571,0.415353906157111,-2.07754277662799,-1.14946134165542,1.33486754268249,0.278010123766914,0.127516151302976,0.259062216534885,0.169281606567104,0.266366781747825,32700,0.297272727272727,tier2,430,S Asia,stable,other (new)
Northern Piedmont and Tista Fan (Bengal Basin),1920,-0.989337273513922,0.568882111695811,-1.67311341169896,-0.512102614437483,1.57450031016766,0.359031173150877,0.108128609875444,0.35336849075946,0.139483661347403,0.575013321468481,31898,0.289981818181818,tier2,199,S Asia,stable,other (new)
Central Paris Basin (Paris Basin),1920,-0.235376503711317,0.293957381269428,-0.591202911602019,0.103360249083426,1.22002012228759,0.223420562766947,0.181329503308639,0.143662329384218,0.278795785545715,1.24888158603103,31880,0.289818181818182,tier2,127,Europe,stable,other (new)
Southern Mallee (Murray Basin),1920,0.0627313896610475,0.238837174393042,-0.140178872502862,0.266109991402796,0.646278538348351,0.137892831992938,0.135374381499854,0.0444202789360888,0.238615974709435,3.8072992752677,31573,0.287027272727273,tier2,247,Oceania,stable,other (new)
Victoria Area (Gulf Coast Regional Aquifer System),1920,-0.370917307150214,0.610029942550957,-1.2414306869906,0.0899843777546885,1.86732797585712,0.409004851314991,0.21472811468826,0.358887824871215,0.316832618498733,1.64465213887662,31242,0.284018181818182,tier2,376,N America,stable,other (new)
Central Urucuia Aquifer (Urucuia Aquifer System),1920,-1.00432256806524,0.547317819047811,-1.62103419955134,-0.614134683129672,1.38107906213021,0.322757492330364,0.0661206455997065,0.325011525918617,0.0818680060968184,0.54496218291916,31045,0.282227272727273,tier2,8,S America,deepening,other (new)
Southcentral Floodplains (Bengal Basin),1920,-0.386982485300022,0.182060243939793,-0.751241510266382,-0.151448024952737,0.930203158118046,0.167296010107027,0.104087586885607,0.140922247221015,0.121898186813439,0.470461198776592,30739,0.279445454545455,tier2,97,S Asia,stable,other (new)
Eastern Silurian-Devonian Aquifers (Northern Midwest Aquifer System),1920,0.301602399264053,0.350220799568015,-0.0653863895265555,0.790958859641203,1.33997402671117,0.256410871683987,0.243879803637118,0.0894743097866413,0.349581925070825,1.16120031015203,30268,0.275163636363636,tier2,229,N America,stable,other (new)
Southern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),1920,0.213408491249056,0.284184297483033,-0.0953252326280689,0.530421881573437,1.10677316688119,0.198660420395529,0.103750159608619,0.183426543424768,0.139895026456962,1.33164475237013,30217,0.2747,tier2,144,S Asia,deepening,other (new)
Northeast Missouri Carbonates (Northern Midwest Aquifer System),1920,0.144554903647053,0.485569194792897,-0.521588674153429,0.531251401332821,1.69918690226165,0.33319257246719,0.315268430077105,0.130467224264838,0.424904682838653,3.35906415169747,29764,0.270581818181818,tier2,30,N America,stable,other (new)
Eastern C Aquifer (The C Aquifer),1920,-0.5181370902959,0.366876599164721,-1.06115661988236,0.0760687102095727,1.64946202169582,0.3391292175558,0.221626072777958,0.265098847555357,0.291004957498343,0.708068590409545,29532,0.268472727272727,tier2,7,N America,stable,other (new)
Southern Huaihe River Basin (Huaihe River Basin),1920,-0.0685547457026615,0.264277778758843,-0.443587124721535,0.265251777993241,1.28606566641201,0.212654564135639,0.128314907880997,0.183601959652995,0.137306049222861,3.85498882754346,29395,0.267227272727273,tier2,1,E Asia,shallowing,other (new)
Western Huaihe Plain (Huaihe River Basin),1920,-0.387205078126679,0.496371509218161,-1.01052848147511,0.0579158144282905,1.47989689639483,0.328399922521103,0.14489121759113,0.313154923485604,0.168792440585271,1.28193439925849,29254,0.265945454545455,tier2,23,E Asia,deepening,other (new)
