aquifer_idx,Study_area,n_cells,tau_true_cm_yr,tau_stipulated_cm_yr
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),181,-0.3110678123922178,-0.05
1,Northern Guarani Aquifer (Guarani Aquifer System),141,-0.3447854110620906,0.0529
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),122,-0.29489047430722926,-0.056
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),101,-0.0641043811370049,0.0593
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),105,-0.10125270441618729,-0.0628
5,Eastern Eromanga Basin (Great Artesian Basin),106,0.07698684691570923,0.0664
6,Northern Eromanga Basin (Great Artesian Basin),99,-0.08429185211331086,-0.0703
7,Northern High Plains (High Plains),111,-0.027318862002828483,0.0744
8,Williston Basin (Northern Great Plains),116,-0.16715493347067256,-0.0788
9,Central Eromanga Depocenter (Great Artesian Basin),78,0.11324280795774624,0.0834
10,Western Parecis Basin (Parecis Basin),71,-0.4536092341672907,-0.0883
11,Upper Gangetic Plain (Indo-Gangetic Plain),73,0.1011397184297102,0.0935
12,Stampriet Kalahari Karoo Aquifer System,73,-0.4145627091813435,-0.0989
13,Northcentral Mega Aquifer System (Mega Aquifer System),65,0.0358102378483501,0.1047
14,Ozark Plateaus Aquifer System,70,-0.11406466845805385,-0.1108
15,Western Karoo Basin (Main Karoo Basin),52,-0.08234643749574046,0.1173
16,Middle Gangetic Plain (Indo-Gangetic Plain),53,-0.15872064465459662,-0.1242
17,Northern Mega Aquifer System (Mega Aquifer System),54,0.09959694155274591,0.1315
18,Canning Basin,47,-0.17892099766124836,-0.1392
19,Central Karoo Basin (Main Karoo Basin),49,-0.18780185996614354,0.1473
20,Southern Carpentaria Basin (Great Artesian Basin),44,-0.1989950089006945,-0.1559
21,Eastern Parecis Basin (Parecis Basin),38,-0.15422405733761677,0.165
22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),41,-0.22738014677175128,-0.1747
23,Wiso Basin (Daly-Wiso-Georgina Basins),40,-0.06459704387624632,0.1849
24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),41,-0.3749341251487007,-0.1957
25,Dakota Aquifer System,51,0.033294111946674296,0.2072
26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),39,-0.20834148782254855,-0.2193
