aquifer_idx,Study_area,n_cells,tau_true_cm_yr,tau_stipulated_cm_yr
27,Trans Gangetic Plain (Indo-Gangetic Plain),40,0.34284682120094934,0.2322
28,Southcentral Mega Aquifer System (Mega Aquifer System),32,-0.06949646055399492,-0.2457
29,Central Mississippi Embayment (Mississippi Embayment),36,0.05872316230226291,0.2601
30,Northern Karoo Basin (Main Karoo Basin),32,-0.563602254717523,-0.2753
31,Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),36,-0.14093421014571275,0.2914
32,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),25,-0.24623671997439361,-0.3085
33,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),27,0.11487189919423495,0.3266
34,Central Huaihe Plain (Huaihe River Basin),29,-0.2545245132016354,-0.3457
35,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,38,-0.12457190662823012,0.3659
36,Southern High Plains (High Plains),30,-0.45517589263121966,-0.3873
37,Southcentral Karoo Basin (Main Karoo Basin),27,0.11888696302065008,0.41
38,Central High Plains (High Plains),28,-0.3957937739087324,-0.4339
39,Lower Liaohe River Plain (Liaohe River Basin),29,0.7368212594152582,0.4593
40,Wadi As-Sirhan Basin,25,-0.07768892845923209,-0.4862
41,Eastern Saq Aquifer (Ram-Saq Aquifer System),25,0.35295939937421716,0.5147
42,Trinity Aquifer System (Edwards-Trinity Aquifer System),25,-0.5873562427600917,-0.5448
43,Wisconsin Precambrian Aquifer,29,0.07900667185924816,0.5767
44,Lafayette Area (Gulf Coast Regional Aquifer System),26,-0.6287386012653606,-0.6104
45,Paskapoo-Scollard,36,0.14388311933252526,0.6461
46,Western Surat Basin (Great Artesian Basin),23,-0.506047542492411,-0.6839
47,Coonamble Embayment (Great Artesian Basin),25,0.5511520193802485,0.7239
48,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),22,-0.7269585017208459,-0.7663
49,Wuyuer-Shuangyang System (Songnen Plain),29,1.0993925717928907,0.8111
50,Powder River Basin (Northern Great Plains),29,-0.6574668092866052,-0.8586
51,Central Eucla Basin (Eucla Basin),23,0.43798369280310007,0.9089
52,Rio Grande Delta (Gulf Coast Regional Aquifer System),21,-0.9037776536940622,-0.962
53,Michigan Basin,25,0.3850879356181341,1.0183
54,Southern Piedmont Upland (Piedmont Plateau),24,-0.8443398503170074,-1.0779
55,Eastern Huaihe Plain (Huaihe River Basin),26,0.8976099666690385,1.141
56,Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),22,-0.8412058266822343,-1.2077
57,Eastern Mississippi Embayment (Mississippi Embayment),22,0.16491831674932123,1.2784
58,Western Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),28,-1.0384679297386394,-1.3532
59,Southeastern System (Amadeus Basin),22,0.7678439137367411,1.4324
60,Edwards Plateau (Edwards-Trinity Aquifer System),22,-1.38144327827646,-1.5162
61,Southcentral Deccan Basalt Plateau (Deccan Plateau),18,1.1560774814130315,1.6049
62,Eastside Lower Indus Valley (Indus Basin),21,-0.9065023599242716,-1.6989
63,Central Piedmont Upland (Piedmont Plateau),22,1.1625252949183356,1.7983
64,Eastern Carrizo-Wilcox (Carrizo-Wilcox),21,-1.391592446670131,-1.9035
65,Jiangsu Coastal Plain (Huaihe River Basin),21,1.4362030893894646,2.0149
66,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),22,-1.595101960458124,-2.1328
67,Northcentral Deccan Basalt Plateau (Deccan Plateau),19,1.4462299231150453,2.2576
68,Eastside Middle Indus Plain (Indus Basin),19,-1.2217091044593353,-2.3897
69,Central Allegheny Plateau (Appalachian Plateaus),21,1.4884011746864005,2.5295
70,Northeastern Karoo Basin (Main Karoo Basin),20,-2.2120400855878497,-2.6775
71,Southern Riverine Plains (Murray Basin),19,1.9720531554289904,2.8342
72,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),20,-1.6782679650955403,-3.0
