centre,recipe_idx_per_centre,truncation,filter,gia_model,c20_treatment,c30_treatment,geocenter,spearman_rho_raw,n_aquifers,skill_score,abs_score,global_rank
JPL,385,96,G500,none,replaced,replaced,GravIS,-0.535351160951685,31,0.535351160951685,0.535351160951685,446
JPL,387,96,G500,none,replaced,original,GravIS,-0.535351160951685,31,0.535351160951685,0.535351160951685,447
JPL,634,96,DDK8,Peltier_ICE6G_D,replaced,original,none,-0.535351160951685,31,0.535351160951685,0.535351160951685,448
JPL,268,60,DDK7,Geruo_ICE5G_VM2,original,replaced,none,-0.535148606596425,31,0.535148606596425,0.535148606596425,449
JPL,298,60,DDK8,Geruo_ICE5G_VM2,replaced,original,none,-0.534946052241166,31,0.534946052241166,0.534946052241166,450
JPL,300,60,DDK8,Geruo_ICE5G_VM2,original,replaced,none,-0.534946052241166,31,0.534946052241166,0.534946052241166,451
JPL,302,60,DDK8,Geruo_ICE5G_VM2,original,original,none,-0.534946052241166,31,0.534946052241166,0.534946052241166,452
JPL,305,60,DDK8,Caron_2018,replaced,replaced,GravIS,-0.534743497885906,31,0.534743497885906,0.534743497885906,453
JPL,307,60,DDK8,Caron_2018,replaced,original,GravIS,-0.534743497885906,31,0.534743497885906,0.534743497885906,454
JPL,253,60,DDK5,Peltier_ICE6G_D,original,replaced,GravIS,-0.533528171754347,31,0.533528171754347,0.533528171754347,455
JPL,255,60,DDK5,Peltier_ICE6G_D,original,original,GravIS,-0.533528171754347,31,0.533528171754347,0.533528171754347,456
GFZ,198,60,DDK3,none,original,original,none,-0.533325617399087,31,0.533325617399087,0.533325617399087,457
CSR,357,96,G400,none,original,replaced,GravIS,-0.532920508688568,31,0.532920508688568,0.532920508688568,458
CSR,359,96,G400,none,original,original,GravIS,-0.532920508688568,31,0.532920508688568,0.532920508688568,459
GFZ,239,60,DDK5,Geruo_ICE5G_VM2,original,original,GravIS,-0.532515399978048,31,0.532515399978048,0.532515399978048,460
GFZ,327,96,G300,none,original,original,GravIS,-0.532515399978048,31,0.532515399978048,0.532515399978048,461
CSR,193,60,DDK3,none,replaced,replaced,GravIS,-0.531907736912268,31,0.531907736912268,0.531907736912268,462
CSR,195,60,DDK3,none,replaced,original,GravIS,-0.531907736912268,31,0.531907736912268,0.531907736912268,463
JPL,69,60,G500,none,original,replaced,GravIS,-0.531705182557009,31,0.531705182557009,0.531705182557009,464
JPL,71,60,G500,none,original,original,GravIS,-0.531705182557009,31,0.531705182557009,0.531705182557009,465
JPL,391,96,G500,none,original,original,GravIS,-0.531705182557009,31,0.531705182557009,0.531705182557009,466
CSR,13,60,G300,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.531502628201749,31,0.531502628201749,0.531502628201749,467
CSR,15,60,G300,Geruo_ICE5G_VM2,original,original,GravIS,-0.531502628201749,31,0.531502628201749,0.531502628201749,468
CSR,280,60,DDK7,Peltier_ICE6G_D,replaced,replaced,none,-0.531502628201749,31,0.531502628201749,0.531502628201749,469
CSR,282,60,DDK7,Peltier_ICE6G_D,replaced,original,none,-0.531502628201749,31,0.531502628201749,0.531502628201749,470
JPL,512,96,DDK3,none,replaced,replaced,none,-0.531300073846489,31,0.531300073846489,0.531300073846489,471
JPL,606,96,DDK7,Peltier_ICE6G_D,original,original,none,-0.531300073846489,31,0.531300073846489,0.531300073846489,472
GFZ,316,60,DDK8,Peltier_ICE6G_D,original,replaced,none,-0.53008474771493,31,0.53008474771493,0.53008474771493,473
GFZ,318,60,DDK8,Peltier_ICE6G_D,original,original,none,-0.53008474771493,31,0.53008474771493,0.53008474771493,474
JPL,389,96,G500,none,original,replaced,GravIS,-0.52988219335967,31,0.52988219335967,0.52988219335967,475
GFZ,196,60,DDK3,none,original,replaced,none,-0.52988219335967,31,0.52988219335967,0.52988219335967,476
GFZ,624,96,DDK8,Caron_2018,replaced,replaced,none,-0.529477084649151,31,0.529477084649151,0.529477084649151,477
GFZ,286,60,DDK7,Peltier_ICE6G_D,original,original,none,-0.529274530293891,31,0.529274530293891,0.529274530293891,478
CSR,387,96,G500,none,replaced,original,GravIS,-0.529071975938631,31,0.529071975938631,0.529071975938631,479
JPL,273,60,DDK7,Caron_2018,replaced,replaced,GravIS,-0.529071975938631,31,0.529071975938631,0.529071975938631,480
JPL,67,60,G500,none,replaced,original,GravIS,-0.528666867228111,31,0.528666867228111,0.528666867228111,481
GFZ,280,60,DDK7,Peltier_ICE6G_D,replaced,replaced,none,-0.528464312872852,31,0.528464312872852,0.528464312872852,482
GFZ,514,96,DDK3,none,replaced,original,none,-0.528059204162332,31,0.528059204162332,0.528059204162332,483
CSR,192,60,DDK3,none,replaced,replaced,none,-0.527654095451812,31,0.527654095451812,0.527654095451812,484
CSR,194,60,DDK3,none,replaced,original,none,-0.527654095451812,31,0.527654095451812,0.527654095451812,485
CSR,355,96,G400,none,replaced,original,GravIS,-0.527654095451812,31,0.527654095451812,0.527654095451812,486
GFZ,237,60,DDK5,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.525628551899214,31,0.525628551899214,0.525628551899214,487
GFZ,556,96,DDK5,Geruo_ICE5G_VM2,original,replaced,none,-0.525628551899214,31,0.525628551899214,0.525628551899214,488
GFZ,558,96,DDK5,Geruo_ICE5G_VM2,original,original,none,-0.525628551899214,31,0.525628551899214,0.525628551899214,489
GFZ,561,96,DDK5,Caron_2018,replaced,replaced,GravIS,-0.525628551899214,31,0.525628551899214,0.525628551899214,490
GFZ,563,96,DDK5,Caron_2018,replaced,original,GravIS,-0.525628551899214,31,0.525628551899214,0.525628551899214,491
JPL,516,96,DDK3,none,original,replaced,none,-0.525223443188695,31,0.525223443188695,0.525223443188695,492
JPL,518,96,DDK3,none,original,original,none,-0.525223443188695,31,0.525223443188695,0.525223443188695,493
JPL,11,60,G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.524818334478175,31,0.524818334478175,0.524818334478175,494
GFZ,516,96,DDK3,none,original,replaced,none,-0.524615780122915,31,0.524615780122915,0.524615780122915,495
JPL,632,96,DDK8,Peltier_ICE6G_D,replaced,replaced,none,-0.524413225767655,31,0.524413225767655,0.524413225767655,496
CSR,385,96,G500,none,replaced,replaced,GravIS,-0.523805562701876,31,0.523805562701876,0.523805562701876,497
JPL,34,60,G400,none,replaced,original,none,-0.523603008346616,31,0.523603008346616,0.523603008346616,498
JPL,65,60,G500,none,replaced,replaced,GravIS,-0.523400453991356,31,0.523400453991356,0.523400453991356,499
JPL,517,96,DDK3,none,original,replaced,GravIS,-0.522995345280837,31,0.522995345280837,0.522995345280837,500
JPL,519,96,DDK3,none,original,original,GravIS,-0.522995345280837,31,0.522995345280837,0.522995345280837,501
GFZ,554,96,DDK5,Geruo_ICE5G_VM2,replaced,original,none,-0.522995345280837,31,0.522995345280837,0.522995345280837,502
GFZ,552,96,DDK5,Geruo_ICE5G_VM2,replaced,replaced,none,-0.522185127859797,31,0.522185127859797,0.522185127859797,503
JPL,35,60,G400,none,replaced,original,GravIS,-0.521982573504538,31,0.521982573504538,0.521982573504538,504
GFZ,518,96,DDK3,none,original,original,none,-0.521982573504538,31,0.521982573504538,0.521982573504538,505
CSR,65,60,G500,none,replaced,replaced,GravIS,-0.521780019149278,31,0.521780019149278,0.521780019149278,506
CSR,67,60,G500,none,replaced,original,GravIS,-0.521780019149278,31,0.521780019149278,0.521780019149278,507
GFZ,574,96,DDK5,Peltier_ICE6G_D,original,original,none,-0.521780019149278,31,0.521780019149278,0.521780019149278,508
JPL,13,60,G300,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.521577464794018,31,0.521577464794018,0.521577464794018,509
JPL,315,60,DDK8,Peltier_ICE6G_D,replaced,original,GravIS,-0.521577464794018,31,0.521577464794018,0.521577464794018,510
GFZ,512,96,DDK3,none,replaced,replaced,none,-0.521172356083498,31,0.521172356083498,0.521172356083498,511
GFZ,572,96,DDK5,Peltier_ICE6G_D,original,replaced,none,-0.520767247372979,31,0.520767247372979,0.520767247372979,512
JPL,313,60,DDK8,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.520564693017719,31,0.520564693017719,0.520564693017719,513
CSR,197,60,DDK3,none,original,replaced,GravIS,-0.520362138662459,31,0.520362138662459,0.520362138662459,514
JPL,604,96,DDK7,Peltier_ICE6G_D,original,replaced,none,-0.520362138662459,31,0.520362138662459,0.520362138662459,515
JPL,33,60,G400,none,replaced,replaced,GravIS,-0.520159584307199,31,0.520159584307199,0.520159584307199,516
JPL,196,60,DDK3,none,original,replaced,none,-0.51995702995194,31,0.51995702995194,0.51995702995194,517
CSR,573,96,DDK5,Peltier_ICE6G_D,original,replaced,GravIS,-0.51955192124142,31,0.51955192124142,0.51955192124142,518
CSR,575,96,DDK5,Peltier_ICE6G_D,original,original,GravIS,-0.51955192124142,31,0.51955192124142,0.51955192124142,519
JPL,598,96,DDK7,Caron_2018,original,original,none,-0.5191468125309,31,0.5191468125309,0.5191468125309,520
GFZ,11,60,G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.51894425817564,31,0.51894425817564,0.51894425817564,521
GFZ,628,96,DDK8,Caron_2018,original,replaced,none,-0.518741703820381,31,0.518741703820381,0.518741703820381,522
GFZ,630,96,DDK8,Caron_2018,original,original,none,-0.518741703820381,31,0.518741703820381,0.518741703820381,523
JPL,193,60,DDK3,none,replaced,replaced,GravIS,-0.518336595109861,31,0.518336595109861,0.518336595109861,524
JPL,195,60,DDK3,none,replaced,original,GravIS,-0.518336595109861,31,0.518336595109861,0.518336595109861,525
CSR,11,60,G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.517931486399341,31,0.517931486399341,0.517931486399341,526
JPL,197,60,DDK3,none,original,replaced,GravIS,-0.517323823333562,31,0.517323823333562,0.517323823333562,527
JPL,198,60,DDK3,none,original,original,none,-0.517323823333562,31,0.517323823333562,0.517323823333562,528
JPL,558,96,DDK5,Geruo_ICE5G_VM2,original,original,none,-0.517121268978302,31,0.517121268978302,0.517121268978302,529
GFZ,308,60,DDK8,Caron_2018,original,replaced,none,-0.517121268978302,31,0.517121268978302,0.517121268978302,530
GFZ,310,60,DDK8,Caron_2018,original,original,none,-0.517121268978302,31,0.517121268978302,0.517121268978302,531
GFZ,238,60,DDK5,Geruo_ICE5G_VM2,original,original,none,-0.516918714623042,31,0.516918714623042,0.516918714623042,532
CSR,604,96,DDK7,Peltier_ICE6G_D,original,replaced,none,-0.516716160267782,31,0.516716160267782,0.516716160267782,533
CSR,606,96,DDK7,Peltier_ICE6G_D,original,original,none,-0.516716160267782,31,0.516716160267782,0.516716160267782,534
CSR,199,60,DDK3,none,original,original,GravIS,-0.516311051557263,31,0.516311051557263,0.516311051557263,535
JPL,64,60,G500,none,replaced,replaced,none,-0.516311051557263,31,0.516311051557263,0.516311051557263,536
JPL,66,60,G500,none,replaced,original,none,-0.516311051557263,31,0.516311051557263,0.516311051557263,537
GFZ,596,96,DDK7,Caron_2018,original,replaced,none,-0.516311051557263,31,0.516311051557263,0.516311051557263,538
GFZ,598,96,DDK7,Caron_2018,original,original,none,-0.516311051557263,31,0.516311051557263,0.516311051557263,539
JPL,192,60,DDK3,none,replaced,replaced,none,-0.516108497202003,31,0.516108497202003,0.516108497202003,540
JPL,194,60,DDK3,none,replaced,original,none,-0.516108497202003,31,0.516108497202003,0.516108497202003,541
JPL,68,60,G500,none,original,replaced,none,-0.515905942846743,31,0.515905942846743,0.515905942846743,542
JPL,70,60,G500,none,original,original,none,-0.515905942846743,31,0.515905942846743,0.515905942846743,543
JPL,199,60,DDK3,none,original,original,GravIS,-0.515905942846743,31,0.515905942846743,0.515905942846743,544
CSR,196,60,DDK3,none,original,replaced,none,-0.515500834136224,31,0.515500834136224,0.515500834136224,545
CSR,198,60,DDK3,none,original,original,none,-0.515500834136224,31,0.515500834136224,0.515500834136224,546
JPL,9,60,G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.515500834136224,31,0.515500834136224,0.515500834136224,547
CSR,388,96,G500,none,original,replaced,none,-0.515095725425704,31,0.515095725425704,0.515095725425704,548
CSR,632,96,DDK8,Peltier_ICE6G_D,replaced,replaced,none,-0.514893171070444,31,0.514893171070444,0.514893171070444,549
CSR,634,96,DDK8,Peltier_ICE6G_D,replaced,original,none,-0.514893171070444,31,0.514893171070444,0.514893171070444,550
JPL,15,60,G300,Geruo_ICE5G_VM2,original,original,GravIS,-0.514893171070444,31,0.514893171070444,0.514893171070444,551
CSR,9,60,G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.514690616715184,31,0.514690616715184,0.514690616715184,552
CSR,602,96,DDK7,Peltier_ICE6G_D,replaced,original,none,-0.514285508004665,31,0.514285508004665,0.514285508004665,553
GFZ,568,96,DDK5,Peltier_ICE6G_D,replaced,replaced,none,-0.513880399294145,31,0.513880399294145,0.513880399294145,554
GFZ,570,96,DDK5,Peltier_ICE6G_D,replaced,original,none,-0.513880399294145,31,0.513880399294145,0.513880399294145,555
JPL,513,96,DDK3,none,replaced,replaced,GravIS,-0.513677844938885,31,0.513677844938885,0.513677844938885,556
JPL,515,96,DDK3,none,replaced,original,GravIS,-0.513677844938885,31,0.513677844938885,0.513677844938885,557
JPL,556,96,DDK5,Geruo_ICE5G_VM2,original,replaced,none,-0.513677844938885,31,0.513677844938885,0.513677844938885,558
JPL,596,96,DDK7,Caron_2018,original,replaced,none,-0.513272736228366,31,0.513272736228366,0.513272736228366,559
CSR,68,60,G500,none,original,replaced,none,-0.513070181873106,31,0.513070181873106,0.513070181873106,560
CSR,514,96,DDK3,none,replaced,original,none,-0.513070181873106,31,0.513070181873106,0.513070181873106,561
JPL,352,96,G400,none,replaced,replaced,none,-0.513070181873106,31,0.513070181873106,0.513070181873106,562
JPL,354,96,G400,none,replaced,original,none,-0.513070181873106,31,0.513070181873106,0.513070181873106,563
CSR,32,60,G400,none,replaced,replaced,none,-0.512867627517846,31,0.512867627517846,0.512867627517846,564
CSR,34,60,G400,none,replaced,original,none,-0.512867627517846,31,0.512867627517846,0.512867627517846,565
CSR,352,96,G400,none,replaced,replaced,none,-0.512867627517846,31,0.512867627517846,0.512867627517846,566
CSR,354,96,G400,none,replaced,original,none,-0.512867627517846,31,0.512867627517846,0.512867627517846,567
JPL,384,96,G500,none,replaced,replaced,none,-0.512259964452067,31,0.512259964452067,0.512259964452067,568
JPL,386,96,G500,none,replaced,original,none,-0.512259964452067,31,0.512259964452067,0.512259964452067,569
GFZ,331,96,G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.511449747031027,31,0.511449747031027,0.511449747031027,570
CSR,36,60,G400,none,original,replaced,none,-0.511044638320508,31,0.511044638320508,0.511044638320508,571
CSR,38,60,G400,none,original,original,none,-0.511044638320508,31,0.511044638320508,0.511044638320508,572
GFZ,9,60,G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.510842083965248,31,0.510842083965248,0.510842083965248,573
CSR,386,96,G500,none,replaced,original,none,-0.510234420899469,31,0.510234420899469,0.510234420899469,574
CSR,251,60,DDK5,Peltier_ICE6G_D,replaced,original,GravIS,-0.510031866544209,31,0.510031866544209,0.510031866544209,575
GFZ,329,96,G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.509829312188949,31,0.509829312188949,0.509829312188949,576
CSR,64,60,G500,none,replaced,replaced,none,-0.509626757833689,31,0.509626757833689,0.509626757833689,577
CSR,66,60,G500,none,replaced,original,none,-0.509626757833689,31,0.509626757833689,0.509626757833689,578
JPL,37,60,G400,none,original,replaced,GravIS,-0.509424203478429,31,0.509424203478429,0.509424203478429,579
JPL,39,60,G400,none,original,original,GravIS,-0.509424203478429,31,0.509424203478429,0.509424203478429,580
GFZ,236,60,DDK5,Geruo_ICE5G_VM2,original,replaced,none,-0.509221649123169,31,0.509221649123169,0.509221649123169,581
GFZ,592,96,DDK7,Caron_2018,replaced,replaced,none,-0.509221649123169,31,0.509221649123169,0.509221649123169,582
GFZ,594,96,DDK7,Caron_2018,replaced,original,none,-0.509221649123169,31,0.509221649123169,0.509221649123169,583
GFZ,192,60,DDK3,none,replaced,replaced,none,-0.50901909476791,31,0.50901909476791,0.50901909476791,584
CSR,253,60,DDK5,Peltier_ICE6G_D,original,replaced,GravIS,-0.50881654041265,31,0.50881654041265,0.50881654041265,585
CSR,255,60,DDK5,Peltier_ICE6G_D,original,original,GravIS,-0.50881654041265,31,0.50881654041265,0.50881654041265,586
CSR,358,96,G400,none,original,original,none,-0.50881654041265,31,0.50881654041265,0.50881654041265,587
JPL,36,60,G400,none,original,replaced,none,-0.50861398605739,31,0.50861398605739,0.50861398605739,588
JPL,38,60,G400,none,original,original,none,-0.50861398605739,31,0.50861398605739,0.50861398605739,589
JPL,32,60,G400,none,replaced,replaced,none,-0.50841143170213,31,0.50841143170213,0.50841143170213,590
JPL,554,96,DDK5,Geruo_ICE5G_VM2,replaced,original,none,-0.508006322991611,31,0.508006322991611,0.508006322991611,591
GFZ,232,60,DDK5,Geruo_ICE5G_VM2,replaced,replaced,none,-0.508006322991611,31,0.508006322991611,0.508006322991611,592
GFZ,234,60,DDK5,Geruo_ICE5G_VM2,replaced,original,none,-0.508006322991611,31,0.508006322991611,0.508006322991611,593
CSR,512,96,DDK3,none,replaced,replaced,none,-0.507803768636351,31,0.507803768636351,0.507803768636351,594
CSR,553,96,DDK5,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.507803768636351,31,0.507803768636351,0.507803768636351,595
CSR,555,96,DDK5,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.507803768636351,31,0.507803768636351,0.507803768636351,596
JPL,388,96,G500,none,original,replaced,none,-0.507601214281091,31,0.507601214281091,0.507601214281091,597
JPL,390,96,G500,none,original,original,none,-0.507601214281091,31,0.507601214281091,0.507601214281091,598
CSR,384,96,G500,none,replaced,replaced,none,-0.507398659925831,31,0.507398659925831,0.507398659925831,599
JPL,594,96,DDK7,Caron_2018,replaced,original,none,-0.506993551215311,31,0.506993551215311,0.506993551215311,600
GFZ,304,60,DDK8,Caron_2018,replaced,replaced,none,-0.506993551215311,31,0.506993551215311,0.506993551215311,601
CSR,518,96,DDK3,none,original,original,none,-0.506790996860052,31,0.506790996860052,0.506790996860052,602
GFZ,306,60,DDK8,Caron_2018,replaced,original,none,-0.506588442504792,31,0.506588442504792,0.506588442504792,603
JPL,552,96,DDK5,Geruo_ICE5G_VM2,replaced,replaced,none,-0.505980779439012,31,0.505980779439012,0.505980779439012,604
JPL,602,96,DDK7,Peltier_ICE6G_D,replaced,original,none,-0.505373116373233,31,0.505373116373233,0.505373116373233,605
CSR,356,96,G400,none,original,replaced,none,-0.505170562017973,31,0.505170562017973,0.505170562017973,606
GFZ,193,60,DDK3,none,replaced,replaced,GravIS,-0.504968007662713,31,0.504968007662713,0.504968007662713,607
JPL,314,60,DDK8,Peltier_ICE6G_D,replaced,original,none,-0.504765453307454,31,0.504765453307454,0.504765453307454,608
GFZ,352,96,G400,none,replaced,replaced,none,-0.504765453307454,31,0.504765453307454,0.504765453307454,609
JPL,356,96,G400,none,original,replaced,none,-0.504157790241674,31,0.504157790241674,0.504157790241674,610
JPL,358,96,G400,none,original,original,none,-0.504157790241674,31,0.504157790241674,0.504157790241674,611
CSR,600,96,DDK7,Peltier_ICE6G_D,replaced,replaced,none,-0.503752681531155,31,0.503752681531155,0.503752681531155,612
GFZ,241,60,DDK5,Caron_2018,replaced,replaced,GravIS,-0.503347572820635,31,0.503347572820635,0.503347572820635,613
GFZ,243,60,DDK5,Caron_2018,replaced,original,GravIS,-0.503347572820635,31,0.503347572820635,0.503347572820635,614
CSR,513,96,DDK3,none,replaced,replaced,GravIS,-0.503145018465375,31,0.503145018465375,0.503145018465375,615
GFZ,513,96,DDK3,none,replaced,replaced,GravIS,-0.503145018465375,31,0.503145018465375,0.503145018465375,616
CSR,249,60,DDK5,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.502334801044336,31,0.502334801044336,0.502334801044336,617
CSR,516,96,DDK3,none,original,replaced,none,-0.502334801044336,31,0.502334801044336,0.502334801044336,618
CSR,390,96,G500,none,original,original,none,-0.501727137978556,31,0.501727137978556,0.501727137978556,619
CSR,517,96,DDK3,none,original,replaced,GravIS,-0.501727137978556,31,0.501727137978556,0.501727137978556,620
CSR,519,96,DDK3,none,original,original,GravIS,-0.501727137978556,31,0.501727137978556,0.501727137978556,621
JPL,628,96,DDK8,Caron_2018,original,replaced,none,-0.501727137978556,31,0.501727137978556,0.501727137978556,622
JPL,630,96,DDK8,Caron_2018,original,original,none,-0.501727137978556,31,0.501727137978556,0.501727137978556,623
GFZ,254,60,DDK5,Peltier_ICE6G_D,original,original,none,-0.501727137978556,31,0.501727137978556,0.501727137978556,624
JPL,600,96,DDK7,Peltier_ICE6G_D,replaced,replaced,none,-0.501322029268037,31,0.501322029268037,0.501322029268037,625
GFZ,195,60,DDK3,none,replaced,original,GravIS,-0.501119474912777,31,0.501119474912777,0.501119474912777,626
JPL,312,60,DDK8,Peltier_ICE6G_D,replaced,replaced,none,-0.500714366202257,31,0.500714366202257,0.500714366202257,627
JPL,284,60,DDK7,Peltier_ICE6G_D,original,replaced,none,-0.500106703136478,31,0.500106703136478,0.500106703136478,628
JPL,286,60,DDK7,Peltier_ICE6G_D,original,original,none,-0.500106703136478,31,0.500106703136478,0.500106703136478,629
GFZ,194,60,DDK3,none,replaced,original,none,-0.500106703136478,31,0.500106703136478,0.500106703136478,630
JPL,238,60,DDK5,Geruo_ICE5G_VM2,original,original,none,-0.499904148781218,31,0.499904148781218,0.499904148781218,631
GFZ,276,60,DDK7,Caron_2018,original,replaced,none,-0.499904148781218,31,0.499904148781218,0.499904148781218,632
GFZ,278,60,DDK7,Caron_2018,original,original,none,-0.499904148781218,31,0.499904148781218,0.499904148781218,633
GFZ,354,96,G400,none,replaced,original,none,-0.499701594425958,31,0.499701594425958,0.499701594425958,634
GFZ,353,96,G400,none,replaced,replaced,GravIS,-0.499499040070698,31,0.499499040070698,0.499499040070698,635
GFZ,355,96,G400,none,replaced,original,GravIS,-0.499499040070698,31,0.499499040070698,0.499499040070698,636
GFZ,252,60,DDK5,Peltier_ICE6G_D,original,replaced,none,-0.498486268294399,31,0.498486268294399,0.498486268294399,637
JPL,280,60,DDK7,Peltier_ICE6G_D,replaced,replaced,none,-0.49828371393914,31,0.49828371393914,0.49828371393914,638
JPL,282,60,DDK7,Peltier_ICE6G_D,replaced,original,none,-0.49828371393914,31,0.49828371393914,0.49828371393914,639
GFZ,515,96,DDK3,none,replaced,original,GravIS,-0.49828371393914,31,0.49828371393914,0.49828371393914,640
JPL,624,96,DDK8,Caron_2018,replaced,replaced,none,-0.49808115958388,31,0.49808115958388,0.49808115958388,641
JPL,626,96,DDK8,Caron_2018,replaced,original,none,-0.49808115958388,31,0.49808115958388,0.49808115958388,642
GFZ,385,96,G500,none,replaced,replaced,GravIS,-0.49787860522862,31,0.49787860522862,0.49787860522862,643
JPL,316,60,DDK8,Peltier_ICE6G_D,original,replaced,none,-0.497068387807581,31,0.497068387807581,0.497068387807581,644
JPL,318,60,DDK8,Peltier_ICE6G_D,original,original,none,-0.497068387807581,31,0.497068387807581,0.497068387807581,645
GFZ,272,60,DDK7,Caron_2018,replaced,replaced,none,-0.497068387807581,31,0.497068387807581,0.497068387807581,646
GFZ,274,60,DDK7,Caron_2018,replaced,original,none,-0.497068387807581,31,0.497068387807581,0.497068387807581,647
JPL,245,60,DDK5,Caron_2018,original,replaced,GravIS,-0.496663279097061,31,0.496663279097061,0.496663279097061,648
CSR,515,96,DDK3,none,replaced,original,GravIS,-0.496460724741801,31,0.496460724741801,0.496460724741801,649
JPL,592,96,DDK7,Caron_2018,replaced,replaced,none,-0.496460724741801,31,0.496460724741801,0.496460724741801,650
CSR,310,60,DDK8,Caron_2018,original,original,none,-0.496258170386541,31,0.496258170386541,0.496258170386541,651
GFZ,15,60,G300,Geruo_ICE5G_VM2,original,original,GravIS,-0.494840289899723,31,0.494840289899723,0.494840289899723,652
JPL,247,60,DDK5,Caron_2018,original,original,GravIS,-0.494637735544463,31,0.494637735544463,0.494637735544463,653
CSR,308,60,DDK8,Caron_2018,original,replaced,none,-0.494030072478683,31,0.494030072478683,0.494030072478683,654
CSR,559,96,DDK5,Geruo_ICE5G_VM2,original,original,GravIS,-0.493827518123424,31,0.493827518123424,0.493827518123424,655
GFZ,160,60,DDK2,none,replaced,replaced,none,-0.493827518123424,31,0.493827518123424,0.493827518123424,656
GFZ,248,60,DDK5,Peltier_ICE6G_D,replaced,replaced,none,-0.493827518123424,31,0.493827518123424,0.493827518123424,657
GFZ,250,60,DDK5,Peltier_ICE6G_D,replaced,original,none,-0.493827518123424,31,0.493827518123424,0.493827518123424,658
CSR,160,60,DDK2,none,replaced,replaced,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,659
CSR,162,60,DDK2,none,replaced,original,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,660
CSR,164,60,DDK2,none,original,replaced,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,661
CSR,166,60,DDK2,none,original,original,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,662
CSR,480,96,DDK2,none,replaced,replaced,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,663
CSR,482,96,DDK2,none,replaced,original,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,664
CSR,484,96,DDK2,none,original,replaced,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,665
CSR,486,96,DDK2,none,original,original,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,666
JPL,160,60,DDK2,none,replaced,replaced,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,667
JPL,162,60,DDK2,none,replaced,original,none,-0.492612191991865,31,0.492612191991865,0.492612191991865,668
GFZ,387,96,G500,none,replaced,original,GravIS,-0.492612191991865,31,0.492612191991865,0.492612191991865,669
CSR,557,96,DDK5,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.492409637636605,31,0.492409637636605,0.492409637636605,670
GFZ,335,96,G300,Geruo_ICE5G_VM2,original,original,GravIS,-0.492409637636605,31,0.492409637636605,0.492409637636605,671
GFZ,480,96,DDK2,none,replaced,replaced,none,-0.492409637636605,31,0.492409637636605,0.492409637636605,672
GFZ,482,96,DDK2,none,replaced,original,none,-0.492409637636605,31,0.492409637636605,0.492409637636605,673
JPL,565,96,DDK5,Caron_2018,original,replaced,GravIS,-0.491599420215566,31,0.491599420215566,0.491599420215566,674
JPL,567,96,DDK5,Caron_2018,original,original,GravIS,-0.491599420215566,31,0.491599420215566,0.491599420215566,675
GFZ,519,96,DDK3,none,original,original,GravIS,-0.491396865860306,31,0.491396865860306,0.491396865860306,676
JPL,234,60,DDK5,Geruo_ICE5G_VM2,replaced,original,none,-0.490586648439267,31,0.490586648439267,0.490586648439267,677
CSR,306,60,DDK8,Caron_2018,replaced,original,none,-0.490384094084007,31,0.490384094084007,0.490384094084007,678
JPL,236,60,DDK5,Geruo_ICE5G_VM2,original,replaced,none,-0.490181539728747,31,0.490181539728747,0.490181539728747,679
CSR,70,60,G500,none,original,original,none,-0.489776431018227,31,0.489776431018227,0.489776431018227,680
GFZ,13,60,G300,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.489168767952448,31,0.489168767952448,0.489168767952448,681
JPL,164,60,DDK2,none,original,replaced,none,-0.488966213597188,31,0.488966213597188,0.488966213597188,682
JPL,166,60,DDK2,none,original,original,none,-0.488966213597188,31,0.488966213597188,0.488966213597188,683
JPL,241,60,DDK5,Caron_2018,replaced,replaced,GravIS,-0.488966213597188,31,0.488966213597188,0.488966213597188,684
JPL,243,60,DDK5,Caron_2018,replaced,original,GravIS,-0.488966213597188,31,0.488966213597188,0.488966213597188,685
