centre,recipe_idx_per_centre,truncation,filter,gia_model,c20_treatment,c30_treatment,geocenter,spearman_rho_raw,n_aquifers,skill_score,abs_score,global_rank
JPL,541,96,DDK3,Peltier_ICE6G_D,original,replaced,GravIS,-0.418679852322033,31,0.418679852322033,0.418679852322033,1016
CSR,217,60,DDK3,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.418274743611513,31,0.418274743611513,0.418274743611513,1017
GFZ,91,60,G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.418072189256254,31,0.418072189256254,0.418072189256254,1018
JPL,93,60,G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.417667080545734,31,0.417667080545734,0.417667080545734,1019
CSR,380,96,G400,Peltier_ICE6G_D,original,replaced,none,-0.417464526190474,31,0.417464526190474,0.417464526190474,1020
JPL,393,96,G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.417261971835214,31,0.417261971835214,0.417261971835214,1021
CSR,47,60,G400,Geruo_ICE5G_VM2,original,original,GravIS,-0.417059417479955,31,0.417059417479955,0.417059417479955,1022
GFZ,336,96,G300,Caron_2018,replaced,replaced,none,-0.416856863124695,31,0.416856863124695,0.416856863124695,1023
GFZ,338,96,G300,Caron_2018,replaced,original,none,-0.416856863124695,31,0.416856863124695,0.416856863124695,1024
CSR,45,60,G400,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.416451754414175,31,0.416451754414175,0.416451754414175,1025
JPL,45,60,G400,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.416451754414175,31,0.416451754414175,0.416451754414175,1026
JPL,47,60,G400,Geruo_ICE5G_VM2,original,original,GravIS,-0.416451754414175,31,0.416451754414175,0.416451754414175,1027
GFZ,377,96,G400,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.416249200058915,31,0.416249200058915,0.416249200058915,1028
GFZ,379,96,G400,Peltier_ICE6G_D,replaced,original,GravIS,-0.416249200058915,31,0.416249200058915,0.416249200058915,1029
CSR,129,60,Swenson_G500,none,replaced,replaced,GravIS,-0.415844091348396,31,0.415844091348396,0.415844091348396,1030
CSR,131,60,Swenson_G500,none,replaced,original,GravIS,-0.415844091348396,31,0.415844091348396,0.415844091348396,1031
CSR,449,96,Swenson_G500,none,replaced,replaced,GravIS,-0.415844091348396,31,0.415844091348396,0.415844091348396,1032
CSR,451,96,Swenson_G500,none,replaced,original,GravIS,-0.415844091348396,31,0.415844091348396,0.415844091348396,1033
GFZ,21,60,G300,Caron_2018,original,replaced,GravIS,-0.415844091348396,31,0.415844091348396,0.415844091348396,1034
GFZ,23,60,G300,Caron_2018,original,original,GravIS,-0.415844091348396,31,0.415844091348396,0.415844091348396,1035
CSR,58,60,G400,Peltier_ICE6G_D,replaced,original,none,-0.415641536993136,31,0.415641536993136,0.415641536993136,1036
CSR,135,60,Swenson_G500,none,original,original,GravIS,-0.415641536993136,31,0.415641536993136,0.415641536993136,1037
CSR,453,96,Swenson_G500,none,original,replaced,GravIS,-0.415641536993136,31,0.415641536993136,0.415641536993136,1038
CSR,455,96,Swenson_G500,none,original,original,GravIS,-0.415641536993136,31,0.415641536993136,0.415641536993136,1039
JPL,72,60,G500,Geruo_ICE5G_VM2,replaced,replaced,none,-0.415641536993136,31,0.415641536993136,0.415641536993136,1040
JPL,74,60,G500,Geruo_ICE5G_VM2,replaced,original,none,-0.415641536993136,31,0.415641536993136,0.415641536993136,1041
CSR,376,96,G400,Peltier_ICE6G_D,replaced,replaced,none,-0.415438982637876,31,0.415438982637876,0.415438982637876,1042
GFZ,57,60,G400,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.415438982637876,31,0.415438982637876,0.415438982637876,1043
GFZ,59,60,G400,Peltier_ICE6G_D,replaced,original,GravIS,-0.415438982637876,31,0.415438982637876,0.415438982637876,1044
GFZ,411,96,G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.415438982637876,31,0.415438982637876,0.415438982637876,1045
CSR,341,96,G300,Caron_2018,original,replaced,GravIS,-0.414831319572097,31,0.414831319572097,0.414831319572097,1046
CSR,343,96,G300,Caron_2018,original,original,GravIS,-0.414831319572097,31,0.414831319572097,0.414831319572097,1047
CSR,242,60,DDK5,Caron_2018,replaced,original,none,-0.414426210861577,31,0.414426210861577,0.414426210861577,1048
GFZ,409,96,G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.414426210861577,31,0.414426210861577,0.414426210861577,1049
GFZ,200,60,DDK3,Geruo_ICE5G_VM2,replaced,replaced,none,-0.414223656506317,31,0.414223656506317,0.414223656506317,1050
GFZ,202,60,DDK3,Geruo_ICE5G_VM2,replaced,original,none,-0.414223656506317,31,0.414223656506317,0.414223656506317,1051
CSR,133,60,Swenson_G500,none,original,replaced,GravIS,-0.414021102151057,31,0.414021102151057,0.414021102151057,1052
CSR,537,96,DDK3,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.414021102151057,31,0.414021102151057,0.414021102151057,1053
JPL,62,60,G400,Peltier_ICE6G_D,original,original,none,-0.414021102151057,31,0.414021102151057,0.414021102151057,1054
JPL,543,96,DDK3,Peltier_ICE6G_D,original,original,GravIS,-0.414021102151057,31,0.414021102151057,0.414021102151057,1055
JPL,340,96,G300,Caron_2018,original,replaced,none,-0.413615993440538,31,0.413615993440538,0.413615993440538,1056
JPL,73,60,G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.412805776019499,31,0.412805776019499,0.412805776019499,1057
JPL,75,60,G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.412805776019499,31,0.412805776019499,0.412805776019499,1058
JPL,409,96,G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.412805776019499,31,0.412805776019499,0.412805776019499,1059
JPL,411,96,G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.412805776019499,31,0.412805776019499,0.412805776019499,1060
CSR,89,60,G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.412603221664239,31,0.412603221664239,0.412603221664239,1061
CSR,409,96,G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.412603221664239,31,0.412603221664239,0.412603221664239,1062
JPL,373,96,G400,Caron_2018,original,replaced,GravIS,-0.412603221664239,31,0.412603221664239,0.412603221664239,1063
GFZ,20,60,G300,Caron_2018,original,replaced,none,-0.412603221664239,31,0.412603221664239,0.412603221664239,1064
GFZ,414,96,G500,Peltier_ICE6G_D,original,original,none,-0.412603221664239,31,0.412603221664239,0.412603221664239,1065
GFZ,493,96,DDK2,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.412603221664239,31,0.412603221664239,0.412603221664239,1066
GFZ,495,96,DDK2,Geruo_ICE5G_VM2,original,original,GravIS,-0.412603221664239,31,0.412603221664239,0.412603221664239,1067
CSR,57,60,G400,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.412198112953719,31,0.412198112953719,0.412198112953719,1068
JPL,129,60,Swenson_G500,none,replaced,replaced,GravIS,-0.412198112953719,31,0.412198112953719,0.412198112953719,1069
JPL,131,60,Swenson_G500,none,replaced,original,GravIS,-0.412198112953719,31,0.412198112953719,0.412198112953719,1070
JPL,43,60,G400,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.411793004243199,31,0.411793004243199,0.411793004243199,1071
CSR,344,96,G300,Peltier_ICE6G_D,replaced,replaced,none,-0.41159044988794,31,0.41159044988794,0.41159044988794,1072
CSR,346,96,G300,Peltier_ICE6G_D,replaced,original,none,-0.41159044988794,31,0.41159044988794,0.41159044988794,1073
CSR,397,96,G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.41159044988794,31,0.41159044988794,0.41159044988794,1074
CSR,399,96,G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.41159044988794,31,0.41159044988794,0.41159044988794,1075
GFZ,17,60,G300,Caron_2018,replaced,replaced,GravIS,-0.41159044988794,31,0.41159044988794,0.41159044988794,1076
JPL,81,60,G500,Caron_2018,replaced,replaced,GravIS,-0.41138789553268,31,0.41138789553268,0.41138789553268,1077
JPL,83,60,G500,Caron_2018,replaced,original,GravIS,-0.41138789553268,31,0.41138789553268,0.41138789553268,1078
JPL,413,96,G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.41138789553268,31,0.41138789553268,0.41138789553268,1079
JPL,415,96,G500,Peltier_ICE6G_D,original,original,GravIS,-0.41138789553268,31,0.41138789553268,0.41138789553268,1080
JPL,453,96,Swenson_G500,none,original,replaced,GravIS,-0.41138789553268,31,0.41138789553268,0.41138789553268,1081
JPL,455,96,Swenson_G500,none,original,original,GravIS,-0.41138789553268,31,0.41138789553268,0.41138789553268,1082
JPL,133,60,Swenson_G500,none,original,replaced,GravIS,-0.41118534117742,31,0.41118534117742,0.41118534117742,1083
JPL,135,60,Swenson_G500,none,original,original,GravIS,-0.41118534117742,31,0.41118534117742,0.41118534117742,1084
JPL,449,96,Swenson_G500,none,replaced,replaced,GravIS,-0.41118534117742,31,0.41118534117742,0.41118534117742,1085
JPL,451,96,Swenson_G500,none,replaced,original,GravIS,-0.41118534117742,31,0.41118534117742,0.41118534117742,1086
GFZ,540,96,DDK3,Peltier_ICE6G_D,original,replaced,none,-0.41118534117742,31,0.41118534117742,0.41118534117742,1087
CSR,59,60,G400,Peltier_ICE6G_D,replaced,original,GravIS,-0.410577678111641,31,0.410577678111641,0.410577678111641,1088
CSR,63,60,G400,Peltier_ICE6G_D,original,original,GravIS,-0.410577678111641,31,0.410577678111641,0.410577678111641,1089
GFZ,218,60,DDK3,Peltier_ICE6G_D,replaced,original,none,-0.410577678111641,31,0.410577678111641,0.410577678111641,1090
CSR,16,60,G300,Caron_2018,replaced,replaced,none,-0.410375123756381,31,0.410375123756381,0.410375123756381,1091
CSR,18,60,G300,Caron_2018,replaced,original,none,-0.410375123756381,31,0.410375123756381,0.410375123756381,1092
CSR,240,60,DDK5,Caron_2018,replaced,replaced,none,-0.410375123756381,31,0.410375123756381,0.410375123756381,1093
GFZ,89,60,G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.410375123756381,31,0.410375123756381,0.410375123756381,1094
GFZ,204,60,DDK3,Geruo_ICE5G_VM2,original,replaced,none,-0.410172569401121,31,0.410172569401121,0.410172569401121,1095
GFZ,542,96,DDK3,Peltier_ICE6G_D,original,original,none,-0.410172569401121,31,0.410172569401121,0.410172569401121,1096
CSR,61,60,G400,Peltier_ICE6G_D,original,replaced,GravIS,-0.409970015045861,31,0.409970015045861,0.409970015045861,1097
CSR,91,60,G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.409970015045861,31,0.409970015045861,0.409970015045861,1098
CSR,413,96,G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.409970015045861,31,0.409970015045861,0.409970015045861,1099
CSR,378,96,G400,Peltier_ICE6G_D,replaced,original,none,-0.409767460690601,31,0.409767460690601,0.409767460690601,1100
CSR,405,96,G500,Caron_2018,original,replaced,GravIS,-0.409767460690601,31,0.409767460690601,0.409767460690601,1101
CSR,407,96,G500,Caron_2018,original,original,GravIS,-0.409767460690601,31,0.409767460690601,0.409767460690601,1102
CSR,541,96,DDK3,Peltier_ICE6G_D,original,replaced,GravIS,-0.409564906335342,31,0.409564906335342,0.409564906335342,1103
CSR,543,96,DDK3,Peltier_ICE6G_D,original,original,GravIS,-0.409564906335342,31,0.409564906335342,0.409564906335342,1104
GFZ,536,96,DDK3,Peltier_ICE6G_D,replaced,replaced,none,-0.409362351980082,31,0.409362351980082,0.409362351980082,1105
JPL,361,96,G400,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.409159797624822,31,0.409159797624822,0.409159797624822,1106
JPL,363,96,G400,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.409159797624822,31,0.409159797624822,0.409159797624822,1107
CSR,383,96,G400,Peltier_ICE6G_D,original,original,GravIS,-0.408957243269562,31,0.408957243269562,0.408957243269562,1108
GFZ,22,60,G300,Caron_2018,original,original,none,-0.408957243269562,31,0.408957243269562,0.408957243269562,1109
GFZ,173,60,DDK2,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.408957243269562,31,0.408957243269562,0.408957243269562,1110
GFZ,175,60,DDK2,Geruo_ICE5G_VM2,original,original,GravIS,-0.408957243269562,31,0.408957243269562,0.408957243269562,1111
JPL,41,60,G400,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.408552134559042,31,0.408552134559042,0.408552134559042,1112
CSR,369,96,G400,Caron_2018,replaced,replaced,GravIS,-0.408349580203783,31,0.408349580203783,0.408349580203783,1113
CSR,371,96,G400,Caron_2018,replaced,original,GravIS,-0.408349580203783,31,0.408349580203783,0.408349580203783,1114
GFZ,206,60,DDK3,Geruo_ICE5G_VM2,original,original,none,-0.408147025848523,31,0.408147025848523,0.408147025848523,1115
GFZ,216,60,DDK3,Peltier_ICE6G_D,replaced,replaced,none,-0.408147025848523,31,0.408147025848523,0.408147025848523,1116
GFZ,380,96,G400,Peltier_ICE6G_D,original,replaced,none,-0.408147025848523,31,0.408147025848523,0.408147025848523,1117
GFZ,382,96,G400,Peltier_ICE6G_D,original,original,none,-0.408147025848523,31,0.408147025848523,0.408147025848523,1118
JPL,76,60,G500,Geruo_ICE5G_VM2,original,replaced,none,-0.407944471493263,31,0.407944471493263,0.407944471493263,1119
JPL,78,60,G500,Geruo_ICE5G_VM2,original,original,none,-0.407944471493263,31,0.407944471493263,0.407944471493263,1120
JPL,392,96,G500,Geruo_ICE5G_VM2,replaced,replaced,none,-0.407944471493263,31,0.407944471493263,0.407944471493263,1121
JPL,394,96,G500,Geruo_ICE5G_VM2,replaced,original,none,-0.407944471493263,31,0.407944471493263,0.407944471493263,1122
CSR,345,96,G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.407741917138003,31,0.407741917138003,0.407741917138003,1123
CSR,347,96,G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.407741917138003,31,0.407741917138003,0.407741917138003,1124
CSR,85,60,G500,Caron_2018,original,replaced,GravIS,-0.407539362782743,31,0.407539362782743,0.407539362782743,1125
CSR,87,60,G500,Caron_2018,original,original,GravIS,-0.407539362782743,31,0.407539362782743,0.407539362782743,1126
JPL,49,60,G400,Caron_2018,replaced,replaced,GravIS,-0.407539362782743,31,0.407539362782743,0.407539362782743,1127
JPL,51,60,G400,Caron_2018,replaced,original,GravIS,-0.407539362782743,31,0.407539362782743,0.407539362782743,1128
JPL,395,96,G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.407539362782743,31,0.407539362782743,0.407539362782743,1129
JPL,53,60,G400,Caron_2018,original,replaced,GravIS,-0.407336808427484,31,0.407336808427484,0.407336808427484,1130
GFZ,334,96,G300,Geruo_ICE5G_VM2,original,original,none,-0.407134254072224,31,0.407134254072224,0.407134254072224,1131
GFZ,491,96,DDK2,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.406729145361704,31,0.406729145361704,0.406729145361704,1132
GFZ,187,60,DDK2,Peltier_ICE6G_D,replaced,original,GravIS,-0.406526591006444,31,0.406526591006444,0.406526591006444,1133
CSR,77,60,G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.406324036651184,31,0.406324036651184,0.406324036651184,1134
CSR,79,60,G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.406324036651184,31,0.406324036651184,0.406324036651184,1135
GFZ,14,60,G300,Geruo_ICE5G_VM2,original,original,none,-0.406121482295925,31,0.406121482295925,0.406121482295925,1136
CSR,40,60,G400,Geruo_ICE5G_VM2,replaced,replaced,none,-0.405918927940665,31,0.405918927940665,0.405918927940665,1137
CSR,42,60,G400,Geruo_ICE5G_VM2,replaced,original,none,-0.405918927940665,31,0.405918927940665,0.405918927940665,1138
GFZ,92,60,G500,Peltier_ICE6G_D,original,replaced,none,-0.405918927940665,31,0.405918927940665,0.405918927940665,1139
GFZ,94,60,G500,Peltier_ICE6G_D,original,original,none,-0.405918927940665,31,0.405918927940665,0.405918927940665,1140
GFZ,171,60,DDK2,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.405918927940665,31,0.405918927940665,0.405918927940665,1141
CSR,56,60,G400,Peltier_ICE6G_D,replaced,replaced,none,-0.405513819230145,31,0.405513819230145,0.405513819230145,1142
CSR,73,60,G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.405513819230145,31,0.405513819230145,0.405513819230145,1143
CSR,49,60,G400,Caron_2018,replaced,replaced,GravIS,-0.405311264874885,31,0.405311264874885,0.405311264874885,1144
CSR,381,96,G400,Peltier_ICE6G_D,original,replaced,GravIS,-0.405311264874885,31,0.405311264874885,0.405311264874885,1145
GFZ,489,96,DDK2,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.405311264874885,31,0.405311264874885,0.405311264874885,1146
JPL,396,96,G500,Geruo_ICE5G_VM2,original,replaced,none,-0.404906156164366,31,0.404906156164366,0.404906156164366,1147
JPL,398,96,G500,Geruo_ICE5G_VM2,original,original,none,-0.404906156164366,31,0.404906156164366,0.404906156164366,1148
GFZ,449,96,Swenson_G500,none,replaced,replaced,GravIS,-0.404906156164366,31,0.404906156164366,0.404906156164366,1149
CSR,393,96,G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.404298493098586,31,0.404298493098586,0.404298493098586,1150
CSR,395,96,G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.404298493098586,31,0.404298493098586,0.404298493098586,1151
GFZ,16,60,G300,Caron_2018,replaced,replaced,none,-0.404298493098586,31,0.404298493098586,0.404298493098586,1152
GFZ,18,60,G300,Caron_2018,replaced,original,none,-0.404298493098586,31,0.404298493098586,0.404298493098586,1153
GFZ,368,96,G400,Caron_2018,replaced,replaced,none,-0.404298493098586,31,0.404298493098586,0.404298493098586,1154
GFZ,370,96,G400,Caron_2018,replaced,original,none,-0.404298493098586,31,0.404298493098586,0.404298493098586,1155
JPL,60,60,G400,Peltier_ICE6G_D,original,replaced,none,-0.403690830032807,31,0.403690830032807,0.403690830032807,1156
JPL,524,96,DDK3,Geruo_ICE5G_VM2,original,replaced,none,-0.403690830032807,31,0.403690830032807,0.403690830032807,1157
JPL,526,96,DDK3,Geruo_ICE5G_VM2,original,original,none,-0.403690830032807,31,0.403690830032807,0.403690830032807,1158
CSR,373,96,G400,Caron_2018,original,replaced,GravIS,-0.403285721322287,31,0.403285721322287,0.403285721322287,1159
CSR,375,96,G400,Caron_2018,original,original,GravIS,-0.403285721322287,31,0.403285721322287,0.403285721322287,1160
JPL,375,96,G400,Caron_2018,original,original,GravIS,-0.403285721322287,31,0.403285721322287,0.403285721322287,1161
GFZ,19,60,G300,Caron_2018,replaced,original,GravIS,-0.403285721322287,31,0.403285721322287,0.403285721322287,1162
GFZ,332,96,G300,Geruo_ICE5G_VM2,original,replaced,none,-0.403083166967028,31,0.403083166967028,0.403083166967028,1163
CSR,244,60,DDK5,Caron_2018,original,replaced,none,-0.402880612611768,31,0.402880612611768,0.402880612611768,1164
CSR,246,60,DDK5,Caron_2018,original,original,none,-0.402880612611768,31,0.402880612611768,0.402880612611768,1165
GFZ,412,96,G500,Peltier_ICE6G_D,original,replaced,none,-0.402880612611768,31,0.402880612611768,0.402880612611768,1166
CSR,51,60,G400,Caron_2018,replaced,original,GravIS,-0.402678058256508,31,0.402678058256508,0.402678058256508,1167
JPL,397,96,G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.402070395190728,31,0.402070395190728,0.402070395190728,1168
JPL,399,96,G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.402070395190728,31,0.402070395190728,0.402070395190728,1169
GFZ,376,96,G400,Peltier_ICE6G_D,replaced,replaced,none,-0.401867840835469,31,0.401867840835469,0.401867840835469,1170
GFZ,169,60,DDK2,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.401462732124949,31,0.401462732124949,0.401462732124949,1171
CSR,360,96,G400,Geruo_ICE5G_VM2,replaced,replaced,none,-0.401260177769689,31,0.401260177769689,0.401260177769689,1172
CSR,362,96,G400,Geruo_ICE5G_VM2,replaced,original,none,-0.401260177769689,31,0.401260177769689,0.401260177769689,1173
JPL,365,96,G400,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.40044996034865,31,0.40044996034865,0.40044996034865,1174
JPL,367,96,G400,Geruo_ICE5G_VM2,original,original,GravIS,-0.40044996034865,31,0.40044996034865,0.40044996034865,1175
CSR,93,60,G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.40024740599339,31,0.40024740599339,0.40024740599339,1176
CSR,95,60,G500,Peltier_ICE6G_D,original,original,GravIS,-0.40024740599339,31,0.40024740599339,0.40024740599339,1177
CSR,377,96,G400,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.40024740599339,31,0.40024740599339,0.40024740599339,1178
CSR,379,96,G400,Peltier_ICE6G_D,replaced,original,GravIS,-0.40024740599339,31,0.40024740599339,0.40024740599339,1179
CSR,415,96,G500,Peltier_ICE6G_D,original,original,GravIS,-0.40024740599339,31,0.40024740599339,0.40024740599339,1180
GFZ,48,60,G400,Caron_2018,replaced,replaced,none,-0.40024740599339,31,0.40024740599339,0.40024740599339,1181
CSR,349,96,G300,Peltier_ICE6G_D,original,replaced,GravIS,-0.40004485163813,31,0.40004485163813,0.40004485163813,1182
CSR,351,96,G300,Peltier_ICE6G_D,original,original,GravIS,-0.40004485163813,31,0.40004485163813,0.40004485163813,1183
CSR,403,96,G500,Caron_2018,replaced,original,GravIS,-0.40004485163813,31,0.40004485163813,0.40004485163813,1184
GFZ,129,60,Swenson_G500,none,replaced,replaced,GravIS,-0.40004485163813,31,0.40004485163813,0.40004485163813,1185
JPL,77,60,G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.39984229728287,31,0.39984229728287,0.39984229728287,1186
CSR,75,60,G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.399234634217091,31,0.399234634217091,0.399234634217091,1187
GFZ,340,96,G300,Caron_2018,original,replaced,none,-0.398829525506571,31,0.398829525506571,0.398829525506571,1188
GFZ,342,96,G300,Caron_2018,original,original,none,-0.398829525506571,31,0.398829525506571,0.398829525506571,1189
GFZ,12,60,G300,Geruo_ICE5G_VM2,original,replaced,none,-0.398424416796052,31,0.398424416796052,0.398424416796052,1190
GFZ,220,60,DDK3,Peltier_ICE6G_D,original,replaced,none,-0.398424416796052,31,0.398424416796052,0.398424416796052,1191
GFZ,222,60,DDK3,Peltier_ICE6G_D,original,original,none,-0.398424416796052,31,0.398424416796052,0.398424416796052,1192
CSR,72,60,G500,Geruo_ICE5G_VM2,replaced,replaced,none,-0.397816753730272,31,0.397816753730272,0.397816753730272,1193
CSR,74,60,G500,Geruo_ICE5G_VM2,replaced,original,none,-0.397816753730272,31,0.397816753730272,0.397816753730272,1194
CSR,392,96,G500,Geruo_ICE5G_VM2,replaced,replaced,none,-0.397816753730272,31,0.397816753730272,0.397816753730272,1195
CSR,394,96,G500,Geruo_ICE5G_VM2,replaced,original,none,-0.397816753730272,31,0.397816753730272,0.397816753730272,1196
GFZ,50,60,G400,Caron_2018,replaced,original,none,-0.397614199375013,31,0.397614199375013,0.397614199375013,1197
GFZ,533,96,DDK3,Caron_2018,original,replaced,GravIS,-0.397614199375013,31,0.397614199375013,0.397614199375013,1198
GFZ,511,96,DDK2,Peltier_ICE6G_D,original,original,GravIS,-0.397411645019753,31,0.397411645019753,0.397411645019753,1199
GFZ,341,96,G300,Caron_2018,original,replaced,GravIS,-0.397209090664493,31,0.397209090664493,0.397209090664493,1200
GFZ,343,96,G300,Caron_2018,original,original,GravIS,-0.397209090664493,31,0.397209090664493,0.397209090664493,1201
GFZ,451,96,Swenson_G500,none,replaced,original,GravIS,-0.397006536309233,31,0.397006536309233,0.397006536309233,1202
CSR,564,96,DDK5,Caron_2018,original,replaced,none,-0.396601427598714,31,0.396601427598714,0.396601427598714,1203
CSR,566,96,DDK5,Caron_2018,original,original,none,-0.396601427598714,31,0.396601427598714,0.396601427598714,1204
JPL,202,60,DDK3,Geruo_ICE5G_VM2,replaced,original,none,-0.396601427598714,31,0.396601427598714,0.396601427598714,1205
GFZ,378,96,G400,Peltier_ICE6G_D,replaced,original,none,-0.396601427598714,31,0.396601427598714,0.396601427598714,1206
CSR,401,96,G500,Caron_2018,replaced,replaced,GravIS,-0.396398873243454,31,0.396398873243454,0.396398873243454,1207
GFZ,339,96,G300,Caron_2018,replaced,original,GravIS,-0.396196318888194,31,0.396196318888194,0.396196318888194,1208
CSR,53,60,G400,Caron_2018,original,replaced,GravIS,-0.395993764532934,31,0.395993764532934,0.395993764532934,1209
GFZ,509,96,DDK2,Peltier_ICE6G_D,original,replaced,GravIS,-0.395791210177674,31,0.395791210177674,0.395791210177674,1210
JPL,522,96,DDK3,Geruo_ICE5G_VM2,replaced,original,none,-0.395588655822414,31,0.395588655822414,0.395588655822414,1211
GFZ,185,60,DDK2,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.395588655822414,31,0.395588655822414,0.395588655822414,1212
GFZ,88,60,G500,Peltier_ICE6G_D,replaced,replaced,none,-0.395386101467155,31,0.395386101467155,0.395386101467155,1213
GFZ,90,60,G500,Peltier_ICE6G_D,replaced,original,none,-0.395386101467155,31,0.395386101467155,0.395386101467155,1214
GFZ,408,96,G500,Peltier_ICE6G_D,replaced,replaced,none,-0.395386101467155,31,0.395386101467155,0.395386101467155,1215
GFZ,410,96,G500,Peltier_ICE6G_D,replaced,original,none,-0.395386101467155,31,0.395386101467155,0.395386101467155,1216
GFZ,337,96,G300,Caron_2018,replaced,replaced,GravIS,-0.395183547111895,31,0.395183547111895,0.395183547111895,1217
GFZ,131,60,Swenson_G500,none,replaced,original,GravIS,-0.394778438401375,31,0.394778438401375,0.394778438401375,1218
GFZ,505,96,DDK2,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.394778438401375,31,0.394778438401375,0.394778438401375,1219
GFZ,507,96,DDK2,Peltier_ICE6G_D,replaced,original,GravIS,-0.394778438401375,31,0.394778438401375,0.394778438401375,1220
CSR,44,60,G400,Geruo_ICE5G_VM2,original,replaced,none,-0.394575884046115,31,0.394575884046115,0.394575884046115,1221
JPL,200,60,DDK3,Geruo_ICE5G_VM2,replaced,replaced,none,-0.394575884046115,31,0.394575884046115,0.394575884046115,1222
GFZ,56,60,G400,Peltier_ICE6G_D,replaced,replaced,none,-0.394575884046115,31,0.394575884046115,0.394575884046115,1223
GFZ,58,60,G400,Peltier_ICE6G_D,replaced,original,none,-0.394575884046115,31,0.394575884046115,0.394575884046115,1224
CSR,81,60,G500,Caron_2018,replaced,replaced,GravIS,-0.394373329690856,31,0.394373329690856,0.394373329690856,1225
CSR,83,60,G500,Caron_2018,replaced,original,GravIS,-0.394373329690856,31,0.394373329690856,0.394373329690856,1226
GFZ,529,96,DDK3,Caron_2018,replaced,replaced,GravIS,-0.393968220980336,31,0.393968220980336,0.393968220980336,1227
GFZ,531,96,DDK3,Caron_2018,replaced,original,GravIS,-0.393968220980336,31,0.393968220980336,0.393968220980336,1228
JPL,336,96,G300,Caron_2018,replaced,replaced,none,-0.393765666625076,31,0.393765666625076,0.393765666625076,1229
JPL,338,96,G300,Caron_2018,replaced,original,none,-0.393765666625076,31,0.393765666625076,0.393765666625076,1230
GFZ,191,60,DDK2,Peltier_ICE6G_D,original,original,GravIS,-0.393765666625076,31,0.393765666625076,0.393765666625076,1231
GFZ,74,60,G500,Geruo_ICE5G_VM2,replaced,original,none,-0.393158003559297,31,0.393158003559297,0.393158003559297,1232
JPL,417,96,Swenson_G300,none,replaced,replaced,GravIS,-0.392955449204037,31,0.392955449204037,0.392955449204037,1233
JPL,419,96,Swenson_G300,none,replaced,original,GravIS,-0.392955449204037,31,0.392955449204037,0.392955449204037,1234
JPL,531,96,DDK3,Caron_2018,replaced,original,GravIS,-0.392752894848777,31,0.392752894848777,0.392752894848777,1235
