aquifer_idx,study_area,tau_true,n_recipes,median_rec,q25,q75,frac_neg,frac_pos,p_sign,bias,brackets,sign_recovered_by_median
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),0.00276059330456362,1920,-0.0858953255121875,-0.167660633636924,0.0614274617577965,0.656770833333333,0.343229166666667,0.343229166666667,-0.0886559188167512,TRUE,FALSE
1,Northern Guarani Aquifer (Guarani Aquifer System),-0.492162107706862,1920,-0.302837911411377,-0.374789568831572,-0.19787673493575,0.9453125,0.0546875,0.9453125,0.189324196295485,FALSE,TRUE
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),0.0427454266880401,1920,-0.0549804562666048,-0.147326392544221,0.0564122702389902,0.6578125,0.3421875,0.3421875,-0.0977258829546449,TRUE,FALSE
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),-1.14244894354055,1920,-0.497398457980061,-0.756815020392601,-0.376786478814998,1,0,1,0.64505048556049,FALSE,TRUE
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),0.0274062259563179,1920,-0.145163698251851,-0.273215971580106,-0.0583734155764493,0.85625,0.14375,0.14375,-0.172569924208169,FALSE,FALSE
5,Eastern Eromanga Basin (Great Artesian Basin),-0.609912605161055,1920,-0.064279404860276,-0.18997148356264,0.0527135012161248,0.6359375,0.3640625,0.6359375,0.545633200300779,FALSE,TRUE
6,Northern Eromanga Basin (Great Artesian Basin),2.08465840688167,1920,0.678587580758161,0.436928759187166,1.33871188405259,0,1,1,-1.40607082612351,FALSE,TRUE
7,Northern High Plains (High Plains),0.143413153092631,1920,-0.116333318723356,-0.498882288648879,0.0590086089031142,0.675,0.325,0.325,-0.259746471815986,FALSE,FALSE
8,Williston Basin (Northern Great Plains),0.512738282653384,1920,-0.238340156552333,-0.491655959282538,0.0235891864869932,0.7140625,0.2859375,0.2859375,-0.751078439205717,FALSE,FALSE
9,Central Eromanga Depocenter (Great Artesian Basin),-1.412513427494,1920,-0.21820209268283,-0.724281057012658,-0.0498314175634177,0.872916666666667,0.127083333333333,0.872916666666667,1.19431133481117,FALSE,TRUE
10,Western Parecis Basin (Parecis Basin),0.475481587764205,1920,-0.137334994781493,-0.223541561463034,0.0535580489430238,0.699479166666667,0.300520833333333,0.300520833333333,-0.612816582545698,FALSE,FALSE
11,Upper Gangetic Plain (Indo-Gangetic Plain),1.36894580339241,1920,0.269952788144262,0.10775853307621,0.495778454974437,0.121354166666667,0.878645833333333,0.878645833333333,-1.09899301524814,FALSE,TRUE
12,Stampriet Kalahari Karoo Aquifer System,-0.268918813275594,1920,-0.169043526987613,-0.294452703862256,-0.0335880138207338,0.790625,0.209375,0.790625,0.0998752862879808,TRUE,TRUE
13,Northcentral Mega Aquifer System (Mega Aquifer System),-0.175428454335572,1920,-0.124644042431309,-0.301155357682127,-0.0478209099498155,0.874479166666667,0.125520833333333,0.874479166666667,0.0507844119042624,TRUE,TRUE
14,Ozark Plateaus Aquifer System,-1.76466600451393,1920,-0.817340788291988,-1.33488010140372,-0.395522349562607,0.975,0.025,0.975,0.947325216221937,FALSE,TRUE
15,Western Karoo Basin (Main Karoo Basin),2.01354965997667,1920,0.424268205391135,0.232811063660898,0.717130328306807,0,1,1,-1.58928145458553,FALSE,TRUE
16,Middle Gangetic Plain (Indo-Gangetic Plain),0.0557042554181675,1920,0.0628034977534705,-0.0563454027059646,0.218320013309697,0.3875,0.6125,0.6125,0.00709924233530294,TRUE,TRUE
17,Northern Mega Aquifer System (Mega Aquifer System),-0.123077437894968,1920,-0.147398749084978,-0.273496326024944,-0.0658178595689681,0.8484375,0.1515625,0.8484375,-0.0243213111900102,TRUE,TRUE
18,Canning Basin,-0.484336387253913,1920,-0.0973968588977838,-0.190085148144466,0.023855682647943,0.716666666666667,0.283333333333333,0.716666666666667,0.38693952835613,FALSE,TRUE
19,Central Karoo Basin (Main Karoo Basin),-0.32470105116465,1920,0.137246598517705,0.0415880277841292,0.24474624597465,0.182291666666667,0.817708333333333,0.182291666666667,0.461947649682356,FALSE,FALSE
