planet,n_neg,n_pos,acc,acc_neg,acc_pos,balanced_acc,always_depleting
graded_floor_v3,69,4,0.843742865296804,0.859103260869565,0.578776041666667,0.718939651268116,0.945205479452055
graded_balanced_v1,43,30,0.713035102739726,0.719815891472868,0.703315972222222,0.711565931847545,0.589041095890411
