planet,n_aquifers,n_recipes,est,lo,hi
graded_floor_v3,73,1920,0.298551872914913,0.254148731138236,0.34202996021289
graded_balanced_v1,73,1920,0.345004976252494,0.278289598399666,0.431664240686234
