aquifer_idx,tau_true,median_rec,q25,q75,frac_neg,frac_pos,p_sign,abs_tau
0,-0.311067812392218,-0.223232983393594,-0.308130571021309,-0.0828537946158273,0.865625,0.134375,0.865625,0.311067812392218
1,-0.344785411062091,-0.293574218862769,-0.361313067255994,-0.188763776217509,0.958333333333333,0.0416666666666667,0.958333333333333,0.344785411062091
2,-0.294890474307229,-0.208309051571406,-0.331384953787585,-0.0520648373599611,0.803125,0.196875,0.803125,0.294890474307229
3,-0.0641043811370049,-0.0584215095725396,-0.105572967866256,-0.0145549857475278,0.819791666666667,0.180208333333333,0.819791666666667,0.0641043811370049
4,-0.101252704416187,0.0102310108352269,-0.0691713358220921,0.0724971580915562,0.456770833333333,0.543229166666667,0.456770833333333,0.101252704416187
5,0.0769868469157092,-0.0766800146484215,-0.198453009381651,-0.00739963987206954,0.771875,0.228125,0.228125,0.0769868469157092
6,-0.0842918521133109,-0.0612091295652366,-0.118937439705496,0.00856645363716818,0.726041666666667,0.273958333333333,0.726041666666667,0.0842918521133109
7,-0.0273188620028285,-0.151593921725508,-0.473853883449377,0.0534533191507123,0.6953125,0.3046875,0.6953125,0.0273188620028285
8,-0.167154933470673,-0.721556313272731,-1.03349043622843,-0.471233056525604,0.968229166666667,0.0317708333333333,0.968229166666667,0.167154933470673
9,0.113242807957746,0.161256903688639,0.0512634410568753,0.493363134973811,0.117708333333333,0.882291666666667,0.882291666666667,0.113242807957746
10,-0.453609234167291,-0.386110161469502,-0.488961983416777,-0.332543761395499,1,0,1,0.453609234167291
11,0.10113971842971,0.0320207640199232,-0.113208065927833,0.248246886172708,0.415104166666667,0.584895833333333,0.584895833333333,0.10113971842971
12,-0.414562709181344,-0.173800943034067,-0.241577607476546,-0.0453676881099821,0.771354166666667,0.228645833333333,0.771354166666667,0.414562709181344
13,0.0358102378483501,-0.0152537361600443,-0.0788804018383299,0.116089455388696,0.5484375,0.4515625,0.4515625,0.0358102378483501
14,-0.114064668458054,0.0588538377719002,-0.206322085544638,0.223812544869078,0.413020833333333,0.586979166666667,0.413020833333333,0.114064668458054
15,-0.0823464374957405,0.0421737514133411,-0.0405061977034518,0.1904444649614,0.373958333333333,0.626041666666667,0.373958333333333,0.0823464374957405
16,-0.158720644654597,-0.194895609941428,-0.310360688761923,-0.0973617222515793,0.859375,0.140625,0.859375,0.158720644654597
17,0.0995969415527459,-0.055339473492731,-0.135009216463599,0.0564896435833741,0.6390625,0.3609375,0.3609375,0.0995969415527459
18,-0.178920997661248,0.00947112201446399,-0.0656445292457876,0.134230277493657,0.465104166666667,0.534895833333333,0.465104166666667,0.178920997661248
19,-0.187801859966144,-0.0857439693114973,-0.135233041020361,-0.0345449787957872,0.861458333333333,0.138541666666667,0.861458333333333,0.187801859966144
20,-0.198995008900694,-0.137936583194344,-0.238818456572193,-0.0428564289963955,0.820833333333333,0.179166666666667,0.820833333333333,0.198995008900694
21,-0.154224057337617,-0.170327249992543,-0.24105000271525,-0.0585373936384989,0.8,0.2,0.8,0.154224057337617
22,-0.227380146771751,-0.0635327919259719,-0.141348394921045,0.0390289471596949,0.6671875,0.3328125,0.6671875,0.227380146771751
23,-0.0645970438762463,-0.0403944856304895,-0.112747314983474,0.0378529614399852,0.655729166666667,0.344270833333333,0.655729166666667,0.0645970438762463
24,-0.374934125148701,-0.0796211426734219,-0.163247323120909,-0.0121139370908708,0.78125,0.21875,0.78125,0.374934125148701
25,0.0332941119466743,-0.509333410446351,-0.784837145790775,-0.271732069797344,0.9625,0.0375,0.0375,0.0332941119466743
26,-0.208341487822549,-0.0173422444654799,-0.11005215481766,0.0630125340316387,0.566145833333333,0.433854166666667,0.566145833333333,0.208341487822549
27,0.342846821200949,-0.056293049952829,-0.213215676758673,0.127869282669056,0.643229166666667,0.356770833333333,0.356770833333333,0.342846821200949
28,-0.0694964605539949,-0.0618202317600331,-0.205046398328475,0.0252820742181199,0.68125,0.31875,0.68125,0.0694964605539949
29,0.0587231623022629,0.0814653970073831,-0.149742985923743,0.271544654845576,0.3734375,0.6265625,0.6265625,0.0587231623022629
30,-0.563602254717523,-0.171127248832239,-0.2696345469808,-0.108987247558217,0.9375,0.0625,0.9375,0.563602254717523
31,-0.140934210145713,-0.520925503988344,-0.934254423694039,-0.134652492708168,0.875,0.125,0.875,0.140934210145713
32,-0.246236719974394,-0.186753439157861,-0.322701127944173,-0.120583271136561,0.9484375,0.0515625,0.9484375,0.246236719974394
33,0.114871899194235,-0.0614127407445579,-0.210766402598921,0.0432855774886529,0.658333333333333,0.341666666666667,0.341666666666667,0.114871899194235
34,-0.254524513201635,0.0938641143723232,-0.0224598877554053,0.258709333157176,0.2828125,0.7171875,0.2828125,0.254524513201635
35,-0.12457190662823,-0.862698579307581,-1.32869170605132,-0.538320172320794,0.979166666666667,0.0208333333333333,0.979166666666667,0.12457190662823
36,-0.45517589263122,-0.120503768918325,-0.503032761778989,0.134512360721423,0.576041666666667,0.423958333333333,0.576041666666667,0.45517589263122
37,0.11888696302065,0.132605846448487,0.0506302882013408,0.395992092486901,0.111458333333333,0.888541666666667,0.888541666666667,0.11888696302065
