planet,a,b,s50,s90,s95,s50_lo,s50_hi,s90_lo,s90_hi,s95_lo,s95_hi,n_boot_ok
graded_floor_v3,2.40472290919254,0.731818843070796,0.0374048912428115,0.753114625986203,2.09070128645724,0.0062900263272443,0.067447136494099,0.468714795655617,1.49991307564082,1.10991090057523,8.35013587983525,2000
