estimator,aquifer_idx,study_area,tau_gw,median_rec,q25,q75,frac_neg,frac_pos,p_sign,bias,brackets,median_sign_ok,tau_stipulated_cm_yr
gldas,9,Central Eromanga Depocenter (Great Artesian Basin),-1.75799068421252,-0.869149996065394,-1.1009511466608,-0.703366394852032,1,0,1,0.88884068814713,FALSE,TRUE,-1.9035
gldas,10,Western Parecis Basin (Parecis Basin),-0.919660549852969,-0.330290065667553,-0.535386827898552,-0.200125310321159,0.991666666666667,0.00833333333333333,0.991666666666667,0.589370484185416,FALSE,TRUE,-1.141
gldas,11,Upper Gangetic Plain (Indo-Gangetic Plain),-1.40041201141126,-0.377744018346612,-0.688852222089719,-0.239259014218095,0.972916666666667,0.0270833333333333,0.972916666666667,1.02266799306465,FALSE,TRUE,-1.6989
gldas,12,Stampriet Kalahari Karoo Aquifer System,-0.0637631813158569,0.627847148917631,0.509165053016587,0.801469686762248,0,1,0,0.691610330233488,FALSE,FALSE,-0.0788
gldas,13,Northcentral Mega Aquifer System (Mega Aquifer System),-0.130407550589928,-0.281513251926813,-0.403872690356544,-0.212832058493873,1,0,1,-0.151105701336885,FALSE,TRUE,-0.1473
gldas,14,Ozark Plateaus Aquifer System,-1.72916843380832,-0.39402364304051,-0.743762343323729,-0.118795476267812,0.883333333333333,0.116666666666667,0.883333333333333,1.33514479076781,FALSE,TRUE,-2.0149
gldas,15,Western Karoo Basin (Main Karoo Basin),-2.34403768902184,-0.375343054111898,-0.957806666595444,-0.227924895395011,0.96875,0.03125,0.96875,1.96869463490994,FALSE,TRUE,-3
gldas,16,Middle Gangetic Plain (Indo-Gangetic Plain),-0.125551843320866,-0.0208353851185098,-0.125721459592573,0.124459206828164,0.542708333333333,0.457291666666667,0.542708333333333,0.104716458202356,TRUE,TRUE,-0.05
gldas,17,Northern Mega Aquifer System (Mega Aquifer System),-0.115528431098234,-0.246382457989673,-0.329855718783197,-0.181064975296769,0.981770833333333,0.0182291666666667,0.981770833333333,-0.13085402689144,FALSE,TRUE,-0.1392
gldas,18,Canning Basin,-0.40947757029745,-0.0807783165231067,-0.226383525448212,-0.0159399986160241,0.801041666666667,0.198958333333333,0.801041666666667,0.328699253774343,FALSE,TRUE,-0.5448
gldas,19,Central Karoo Basin (Main Karoo Basin),-0.203710046337612,-0.00968311079078479,-0.145264051724555,0.0794951893659016,0.5265625,0.4734375,0.5265625,0.194026935546827,FALSE,TRUE,-0.1173
gldas,20,Southern Carpentaria Basin (Great Artesian Basin),-0.28941627949501,-0.102625978466624,-0.234959671906542,0.0408015865792093,0.69375,0.30625,0.69375,0.186790301028385,FALSE,TRUE,-0.1747
gldas,21,Eastern Parecis Basin (Parecis Basin),-0.837469463576525,-0.234746961702139,-0.349883597104829,-0.118623762936301,0.9125,0.0875,0.9125,0.602722501874385,FALSE,TRUE,-1.0183
gldas,22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),-0.33991238224853,-0.241011986743489,-0.319649693167582,-0.163581027198262,0.903645833333333,0.0963541666666667,0.903645833333333,0.0989003955050417,FALSE,TRUE,-0.4593
gldas,23,Wiso Basin (Daly-Wiso-Georgina Basins),-0.633721754525257,-0.0367766052403866,-0.162641983942063,0.0203004992809231,0.660416666666667,0.339583333333333,0.660416666666667,0.596945149284871,FALSE,TRUE,-0.8586
gldas,24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),-0.100423068799875,0.00826755628513315,-0.140030878509977,0.100406296440217,0.477083333333333,0.522916666666667,0.477083333333333,0.108690625085008,TRUE,FALSE,-0.0834
gldas,25,Dakota Aquifer System,-0.189428682640584,-0.339659214596906,-0.583283692520474,-0.0929843320282043,0.847916666666667,0.152083333333333,0.847916666666667,-0.150230531956322,TRUE,TRUE,-0.2072
gldas,26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),-0.0822027424402772,-0.208851142532111,-0.31538900056874,-0.113547604872503,0.872916666666667,0.127083333333333,0.872916666666667,-0.126648400091833,FALSE,TRUE,-0.0883
